Rank,Issn,,Journal Impact Factor,5-Year Impact Factor,Article Influence Score,,,
3407,0730-725X,,2.022,2.216,0.783,,,
3407,0962-6298,,2.022,2.437,1.182,,,
3411,0883-2927,,2.021,2.560,0.871,,,
3411,0162-3737,,2.021,2.685,2.099,,,
3411,0090-502X,,2.021,2.489,1.161,,,
3414,0895-7177,,2.020,1.755,0.574,,,
3415,0918-8959,,2.019,2.142,0.586,,,
3415,0341-2695,,2.019,2.116,0.611,,,
3415,0141-0768,,2.019,1.610,0.540,,,
3415,1083-6101,,2.019,4.346,1.802,,,
3415,1381-2386,,2.019,2.266,0.705,,,
3420,0268-2605,,2.017,2.051,0.396,,,
3420,1462-8910,,2.017,2.167,0.620,,,
3420,1756-2406,,2.017,2.694,0.631,,,
3423,0022-3115,,2.016,2.090,0.565,,,
3424,1092-7875,,2.015,2.318,0.792,,,
3424,0043-1737,,2.015,1.950,0.574,,,
3426,0003-7028,,2.014,1.837,0.505,,,
3426,1534-7354,,2.014,2.479,0.587,,,
3426,0167-0115,,2.014,2.155,0.594,,,
3426,0141-9889,,2.014,2.620,1.000,,,
3430,0013-9165,,2.013,2.505,0.851,,,
3430,1868-1743,,2.013,2.351,0.506,,,
3432,0894-9115,,2.012,2.088,0.656,,,
3432,0065-2598,,2.012,1.786,0.595,,,
3432,1050-642X,,2.012,2.413,0.792,,,
3432,1087-0571,,2.012,2.107,0.659,,,
3436,0092-6566,,2.011,2.772,1.237,,,
3436,1660-3796,,2.011,1.847,0.454,,,
3438,0734-743X,,2.010,2.432,0.883,,,
3438,2040-8978,,2.010,1.920,0.700,,,
3438,1385-2256,,2.010,2.387,0.618,,,
3441,1445-8330,,2.009,1.774,0.366,,,
3441,1445-8330,,2.009,1.774,0.366,,,
3441,0048-3575,,2.009,2.079,0.491,,,
3441,0004-6264,,2.009,2.157,1.045,,,
3441,0036-5513,,2.009,1.747,0.466,,,
3446,0022-3891,,2.008,2.355,0.942,,,
3447,0363-9045,,2.006,2.004,0.353,,,
3447,1048-9843,,2.006,3.006,1.167,,,
3449,0001-6349,,2.005,2.057,0.681,,,
3449,0940-2993,,2.005,2.144,0.459,,,
3449,0022-1759,,2.005,2.283,0.816,,,
3449,0925-2312,,2.005,2.102,0.497,,,
3453,0304-8853,,2.002,1.892,0.506,,,
3454,0323-0465,,2.000,2.586,1.093,,,
3454,0003-6900,,2.000,3.929,1.735,,,
3454,1471-2318,,2.000,Not Available,Not Available,,,
3454,1471-2318,,2.000,Not Available,Not Available,,,
3454,1744-9081,,2.000,2.713,0.793,,,
3454,1745-8552,,2.000,2.192,1.069,,,
3454,0361-476X,,2.000,3.159,1.300,,,
3454,1367-0484,,2.000,Not Available,Not Available,,,
3454,1476-945X,,2.000,2.484,0.805,,,
3454,1089-7801,,2.000,2.513,1.068,,,
3454,1069-031X,,2.000,2.950,0.792,,,
3454,0882-4010,,2.000,1.932,0.576,,,
3454,0361-5995,,2.000,2.353,0.751,,,
3467,1364-5021,,1.998,2.241,1.146,,,
3468,0898-1221,,1.996,2.062,0.663,,,
3468,1121-8428,,1.996,1.827,0.533,,,
3470,0164-0291,,1.994,2.310,0.679,,,
3471,1660-4601,,1.993,Not Available,Not Available,,,
3471,0022-1031,,1.993,2.880,1.618,,,
3471,1052-3057,,1.993,Not Available,Not Available,,,
3471,0959-4493,,1.993,2.292,0.474,,,
3475,0009-2614,,1.991,2.088,0.610,,,
3475,1044-5498,,1.991,2.105,0.492,,,
3475,1061-2971,,1.991,2.332,0.767,,,
3478,0266-7215,,1.990,2.978,1.507,,,
3479,1475-2867,,1.989,2.321,0.541,,,
3479,0915-5635,,1.989,1.620,0.469,,,
3481,1976-6696,,1.988,1.947,0.498,,,
3482,1538-4721,,1.987,1.887,0.523,,,
3482,0885-5765,,1.987,2.043,0.532,,,
3482,1075-2730,,1.987,2.807,0.964,,,
3482,1075-2730,,1.987,2.807,0.964,,,
3482,0042-6601,,1.987,2.083,0.807,,,
3487,1551-7144,,1.986,1.934,0.792,,,
3487,1063-6692,,1.986,2.969,1.353,,,
3489,1939-1374,,1.985,Not Available,Not Available,,,
3490,0025-5610,,1.984,2.195,1.818,,,
3490,0952-3278,,1.984,2.694,0.655,,,
3490,1089-2680,,1.984,2.766,1.255,,,
3493,2210-7401,,1.983,1.983,0.638,,,
3493,0340-6199,,1.983,1.877,0.547,,,
3495,0300-8207,,1.982,1.996,0.609,,,
3495,1526-484X,,1.982,2.309,0.584,,,
3497,1574-9541,,1.980,2.260,0.620,,,
3498,0090-6778,,1.979,2.092,0.936,,,
3498,0734-306X,,1.979,3.035,4.268,,,
3498,1567-2379,,1.979,1.691,0.402,,,
3498,0749-6036,,1.979,1.716,0.385,,,
3502,1746-4269,,1.978,Not Available,Not Available,,,
3503,0888-613X,,1.977,2.072,0.656,,,
3503,0890-3344,,1.977,1.914,0.495,,,
3503,1062-8592,,1.977,2.662,0.934,,,
3506,0010-7514,,1.975,2.423,1.243,,,
3506,1867-0334,,1.975,2.239,0.665,,,
3508,0097-8507,,1.974,2.408,1.932,,,
3508,0272-4332,,1.974,2.546,0.948,,,
3508,0272-4332,,1.974,2.546,0.948,,,
3511,0908-4282,,1.971,1.490,0.428,,,
3511,0742-2091,,1.971,2.067,0.505,,,
3511,1874-7787,,1.971,1.772,0.455,,,
3511,0028-1042,,1.971,2.119,0.705,,,
3511,1535-1459,,1.971,2.415,0.795,,,
3516,0891-5245,,1.970,1.820,0.514,,,
3516,0891-5245,,1.970,1.820,0.514,,,
3516,2163-0755,,1.970,1.990,0.504,,,
3519,0022-1503,,1.969,2.307,0.783,,,
3519,1469-5405,,1.969,2.653,1.412,,,
3521,0091-0562,,1.968,2.888,0.940,,,
3521,0025-5408,,1.968,2.108,0.443,,,
3521,0266-0032,,1.968,2.290,0.746,,,
3524,0307-6946,,1.967,2.161,0.763,,,
3524,1476-072X,,1.967,2.675,0.850,,,
3524,1933-6896,,1.967,2.234,0.728,,,
3524,1569-9048,,1.967,2.228,0.592,,,
3528,0835-7900,,1.966,1.879,0.504,,,
3528,0008-6215,,1.966,2.148,0.491,,,
3528,1661-8556,,1.966,2.605,0.780,,,
3528,1661-8556,,1.966,2.605,0.780,,,
3528,0957-4522,,1.966,1.584,0.272,,,
3533,0174-1551,,1.965,1.991,0.590,,,
3533,0957-4174,,1.965,2.254,0.541,,,
3535,0037-1106,,1.964,2.144,0.923,,,
3535,0264-3294,,1.964,2.676,1.020,,,
3535,0264-3294,,1.964,2.676,1.020,,,
3535,1042-7147,,1.964,2.178,0.472,,,
3535,1660-5527,,1.964,2.702,0.617,,,
3540,0937-7409,,1.963,2.105,0.652,,,
3541,0952-1976,,1.962,2.176,0.595,,,
3541,1812-0784,,1.962,2.209,1.054,,,
3543,0029-5981,,1.961,2.509,1.288,,,
3543,0033-3123,,1.961,2.310,1.755,,,
3543,0033-3123,,1.961,2.310,1.755,,,
3543,1438-9029,,1.961,1.521,0.276,,,
3547,0090-4341,,1.960,2.135,0.574,,,
3548,0255-2701,,1.959,2.328,0.599,,,
3548,0165-0270,,1.959,2.413,0.831,,,
3548,0040-1625,,1.959,2.405,0.629,,,
3551,0301-4851,,1.958,1.888,0.404,,,
3551,0921-030X,,1.958,2.126,0.596,,,
3553,0261-510X,,1.957,2.017,0.899,,,
3553,1547-769X,,1.957,1.944,0.532,,,
3553,1178-1653,,1.957,1.603,0.596,,,
3553,1178-1653,,1.957,1.603,0.596,,,
3557,1452-3981,,1.956,2.209,0.287,,,
3557,1545-1151,,1.956,Not Available,Not Available,,,
3557,1545-1151,,1.956,Not Available,Not Available,,,
3560,0001-5237,,1.955,2.565,1.140,,,
3560,0003-4746,,1.955,2.005,0.564,,,
3560,1434-1816,,1.955,2.492,0.691,,,
3563,1442-6404,,1.953,2.158,0.708,,,
3563,1167-1122,,1.953,2.272,0.630,,,
3563,0017-467X,,1.953,2.210,0.807,,,
3563,1099-498X,,1.953,2.109,0.574,,,
3567,0022-1139,,1.952,2.062,0.475,,,
3567,0967-0106,,1.952,2.007,1.024,,,
3569,0098-8847,,1.951,2.273,1.025,,,
3570,1618-3169,,1.950,2.291,0.964,,,
3571,1048-891X,,1.949,2.012,0.579,,,
3572,0282-0080,,1.948,2.035,0.643,,,
3572,1536-1225,,1.948,1.954,0.776,,,
3574,0952-8369,,1.947,2.108,0.696,,,
3575,1973-9087,,1.946,2.194,0.508,,,
3575,0040-4411,,1.946,2.083,0.860,,,
3577,0008-1256,,1.944,2.672,1.091,,,
3577,0301-5661,,1.944,2.491,0.784,,,
3577,1740-7745,,1.944,2.441,1.410,,,
3577,0268-1153,,1.944,2.508,0.822,,,
3577,1998-9563,,1.944,1.810,0.555,,,
3577,0377-0257,,1.944,1.951,0.621,,,
3577,0934-9839,,1.944,2.170,0.724,,,
3584,1570-8705,,1.943,2.488,0.757,,,
3584,0301-9322,,1.943,2.358,0.910,,,
3584,0733-5210,,1.943,2.712,0.656,,,
3584,1527-1404,,1.943,2.730,1.026,,,
3584,1099-3460,,1.943,2.517,0.923,,,
3584,0924-4247,,1.943,2.143,0.581,,,
3590,1573-4099,,1.942,1.885,0.412,,,
3590,0016-7002,,1.942,1.653,0.583,,,
3592,0014-4029,,1.941,2.943,1.279,,,
3592,1353-8047,,1.941,2.036,0.738,,,
3592,1353-8047,,1.941,2.036,0.738,,,
3595,1064-8275,,1.940,2.317,1.702,,,
3596,0250-5991,,1.939,2.194,0.616,,,
3596,0944-5013,,1.939,2.144,0.581,,,
3598,1759-9660,,1.938,1.913,0.403,,,
3598,1471-2091,,1.938,Not Available,Not Available,,,
3598,1944-0391,,1.938,1.687,0.659,,,
3598,1868-4483,,1.938,2.011,0.531,,,
3602,1471-2490,,1.937,Not Available,Not Available,,,
3602,1752-458X,,1.937,2.101,0.669,,,
3602,1055-8586,,1.937,2.508,0.869,,,
3605,1548-5595,,1.935,2.313,0.774,,,
3605,2090-004X,,1.935,1.852,0.579,,,
3607,1090-3798,,1.934,2.089,0.648,,,
3607,0142-4319,,1.934,1.987,0.754,,,
3607,0305-182X,,1.934,2.316,0.681,,,
3610,0340-1200,,1.933,1.962,0.730,,,
3611,0142-5242,,1.932,1.624,0.493,,,
3611,0963-6625,,1.932,2.408,0.919,,,
3611,0039-6109,,1.932,2.000,0.604,,,
3614,0162-220X,,1.931,2.488,0.697,,,
3614,0162-220X,,1.931,2.488,0.697,,,
3614,0378-3782,,1.931,2.321,0.740,,,
3614,0035-9203,,1.931,2.453,0.768,,,
3618,1064-5462,,1.930,1.800,0.588,,,
3618,0738-081X,,1.930,2.609,0.733,,,
3618,2041-4161,,1.930,2.377,2.643,,,
3618,0169-0965,,1.930,2.455,1.125,,,
3622,2152-2650,,1.929,1.705,0.580,,,
3622,1094-3501,,1.929,2.362,0.952,,,
3622,0924-1868,,1.929,2.224,1.052,,,
3625,1042-0533,,1.928,2.160,0.711,,,
3625,1042-0533,,1.928,2.160,0.711,,,
3627,0021-8375,,1.927,1.766,0.603,,,
3628,0003-4800,,1.926,2.184,0.746,,,
3628,1092-4388,,1.926,2.680,0.919,,,
3628,1092-4388,,1.926,2.680,0.919,,,
3628,1757-7241,,1.926,2.096,0.619,,,
3628,0163-4356,,1.926,2.362,0.611,,,
3633,1386-2073,,1.925,1.782,0.415,,,
3633,1733-7178,,1.925,Not Available,Not Available,,,
3633,1056-8727,,1.925,2.060,0.557,,,
3633,0742-1222,,1.925,3.305,1.046,,,
3633,0742-1222,,1.925,3.305,1.046,,,
3633,1044-5803,,1.925,2.210,0.687,,,
3639,1751-2972,,1.924,2.000,0.578,,,
3639,1062-936X,,1.924,1.795,0.348,,,
3641,0192-6233,,1.923,2.450,0.634,,,
3642,0903-4641,,1.922,1.979,0.624,,,
3642,1478-4491,,1.922,2.392,0.802,,,
3642,1001-0742,,1.922,2.465,0.573,,,
3645,0887-6177,,1.921,2.702,0.719,,,
3645,0887-6177,,1.921,2.702,0.719,,,
3645,0360-3997,,1.921,1.982,0.497,,,
3648,0253-5068,,1.920,1.893,0.523,,,
3648,1911-6470,,1.920,1.670,0.568,,,
3648,1541-1672,,1.920,2.344,1.058,,,
3648,0021-8812,,1.920,2.551,0.569,,,
3652,0145-7217,,1.919,2.414,0.747,,,
3652,0145-7217,,1.919,2.414,0.747,,,
3652,0889-8553,,1.919,2.689,0.862,,,
3652,1077-2626,,1.919,2.242,1.351,,,
3656,1471-2431,,1.918,2.401,0.816,,,
3656,1832-4274,,1.918,2.106,0.799,,,
3658,1053-0487,,1.917,2.498,0.715,,,
3658,0268-3555,,1.917,1.977,0.449,,,
3660,0953-4075,,1.916,1.696,0.672,,,
3660,1540-4196,,1.916,Not Available,Not Available,,,
3662,1057-7157,,1.915,2.355,0.747,,,
3663,0030-6053,,1.914,2.140,0.735,,,
3664,1618-7598,,1.913,1.865,0.629,,,
3664,1063-7869,,1.913,2.230,0.936,,,
3666,0967-0661,,1.912,2.347,0.701,,,
3667,0919-8172,,1.910,1.739,0.509,,,
3667,0947-5745,,1.910,1.972,0.628,,,
3669,1045-3172,,1.909,2.661,0.896,,,
3670,1366-7289,,1.907,2.600,1.062,,,
3670,0723-4864,,1.907,2.223,0.940,,,
3670,1090-9516,,1.907,3.039,0.929,,,
3670,1547-691X,,1.907,1.737,0.460,,,
3670,0361-6843,,1.907,2.425,0.796,,,
3675,1610-3653,,1.906,2.242,0.523,,,
3676,1424-8581,,1.905,1.766,0.585,,,
3677,1096-4959,,1.904,2.175,0.547,,,
3677,0997-7538,,1.904,2.339,0.948,,,
3677,0883-1351,,1.904,2.119,0.745,,,
3680,0882-0139,,1.903,1.564,0.379,,,
3680,0305-7356,,1.903,2.008,0.638,,,
3682,1234-1983,,1.902,1.740,0.433,,,
3683,0948-3055,,1.901,2.416,0.852,,,
3683,1723-2007,,1.901,2.199,0.605,,,
3683,0010-3616,,1.901,1.903,1.862,,,
3686,0264-8725,,1.900,2.167,0.533,,,
3686,0018-716X,,1.900,2.341,1.066,,,
3686,1040-0400,,1.900,1.622,0.272,,,
3689,0022-2445,,1.899,3.021,1.375,,,
3690,1471-2474,,1.898,2.412,0.794,,,
3690,0026-461X,,1.898,1.677,0.747,,,
3692,1326-0200,,1.897,1.835,0.578,,,
3692,1326-0200,,1.897,1.835,0.578,,,
3692,0950-222X,,1.897,1.943,0.637,,,
3692,0019-8501,,1.897,2.366,0.422,,,
3692,1022-9760,,1.897,1.972,0.290,,,
3697,1540-9996,,1.896,1.989,0.666,,,
3697,1540-9996,,1.896,1.989,0.666,,,
3699,0007-4853,,1.895,1.962,0.580,,,
3699,1750-2640,,1.895,2.395,0.715,,,
3699,1650-1977,,1.895,2.552,0.731,,,
3702,1743-923X,,1.893,1.693,0.889,,,
3703,1041-6102,,1.892,2.306,0.655,,,
3703,1041-6102,,1.892,2.306,0.655,,,
3705,0959-4973,,1.891,2.170,0.541,,,
3705,1866-6892,,1.891,1.372,0.453,,,
3707,1734-1922,,1.890,1.258,0.198,,,
3707,1618-0240,,1.890,2.049,0.484,,,
3707,0219-6220,,1.890,1.688,0.359,,,
3707,0167-8191,,1.890,1.642,0.777,,,
3711,1536-0652,,1.888,2.033,0.811,,,
3711,0094-1190,,1.888,3.277,2.368,,,
3713,1664-3828,,1.887,1.887,0.530,,,
3714,0360-3989,,1.886,2.688,1.327,,,
3714,0167-6911,,1.886,2.345,1.174,,,
3714,1533-0346,,1.886,1.866,0.572,,,
3717,0066-4812,,1.885,2.557,1.165,,,
3718,0047-2875,,1.884,2.487,0.567,,,
3719,8756-7938,,1.883,2.325,0.590,,,
3719,0166-0934,,1.883,1.959,0.515,,,
3719,1071-9091,,1.883,1.820,0.699,,,
3722,0300-9475,,1.882,1.926,0.543,,,
3723,0213-005X,,1.881,1.543,0.341,,,
3724,0003-9969,,1.880,1.852,0.501,,,
3724,0065-3276,,1.880,1.395,0.517,,,
3724,0268-0033,,1.880,2.589,0.839,,,
3724,0165-0114,,1.880,2.263,0.640,,,
3724,1107-3756,,1.880,1.902,0.460,,,
3724,1556-4959,,1.880,2.498,0.960,,,
3730,0927-0256,,1.879,1.973,0.624,,,
3730,0022-5142,,1.879,1.983,0.490,,,
3730,1996-1944,,1.879,2.947,0.742,,,
3733,1367-5788,,1.878,3.241,1.034,,,
3733,1931-7913,,1.878,1.756,0.488,,,
3733,0197-6729,,1.878,1.793,0.530,,,
3733,0265-2048,,1.878,1.891,0.368,,,
3733,1079-0268,,1.878,2.221,0.707,,,
3733,1477-5956,,1.878,2.232,0.588,,,
3739,1472-6882,,1.877,2.343,0.454,,,
3739,0016-7185,,1.877,2.694,1.067,,,
3739,0022-1090,,1.877,2.782,2.797,,,
3739,1424-7860,,1.877,1.976,0.551,,,
3743,1530-261X,,1.876,1.944,0.962,,,
3743,1552-5007,,1.876,2.229,0.932,,,
3745,0008-8749,,1.874,2.140,0.603,,,
3746,1049-9644,,1.873,2.244,0.640,,,
3746,0043-7719,,1.873,2.051,0.510,,,
3748,0250-7005,,1.872,1.879,0.468,,,
3749,0160-564X,,1.870,1.707,0.390,,,
3749,1473-7167,,1.870,Not Available,Not Available,,,
3749,1473-7167,,1.870,Not Available,Not Available,,,
3749,1751-5521,,1.870,1.556,0.401,,,
3749,0904-2512,,1.870,2.272,0.584,,,
3749,0039-6028,,1.870,1.876,0.618,,,
3755,1389-1723,,1.869,2.016,0.502,,,
3755,1081-0730,,1.869,2.355,0.743,,,
3755,0931-1890,,1.869,2.154,0.609,,,
3758,0018-7267,,1.867,2.952,1.325,,,
3758,1610-2940,,1.867,1.911,0.373,,,
3758,0740-5472,,1.867,2.753,0.837,,,
3758,0030-3755,,1.867,1.454,0.451,,,
3758,0040-6090,,1.867,2.038,0.510,,,
3763,0015-752X,,1.865,2.130,0.649,,,
3764,0959-9851,,1.864,1.673,0.540,,,
3764,0195-6574,,1.864,2.441,1.213,,,
3764,0195-6574,,1.864,2.441,1.213,,,
3764,1320-5358,,1.864,1.543,0.461,,,
3768,0022-2844,,1.863,2.132,0.728,,,
3768,1543-3080,,1.863,2.476,0.825,,,
3768,0033-3298,,1.863,2.084,0.907,,,
3771,1109-6535,,1.862,Not Available,Not Available,,,
3771,1382-6689,,1.862,2.093,0.463,,,
3771,1075-2617,,1.862,1.715,0.434,,,
3771,0043-1648,,1.862,2.243,0.561,,,
3775,0302-8933,,1.861,1.797,0.569,,,
3775,0269-9052,,1.861,2.179,0.584,,,
3775,0269-9052,,1.861,2.179,0.584,,,
3775,0019-1019,,1.861,2.172,0.708,,,
3775,0344-5607,,1.861,2.176,0.677,,,
3775,0191-8869,,1.861,2.308,0.771,,,
3781,1861-1125,,1.860,1.513,0.616,,,
3781,1478-4505,,1.860,Not Available,Not Available,,,
3783,0197-8462,,1.859,2.075,0.563,,,
3783,0014-4894,,1.859,2.036,0.548,,,
3783,0890-8508,,1.859,1.879,0.552,,,
3786,1064-8011,,1.858,2.400,0.481,,,
3787,1748-7188,,1.857,2.000,1.040,,,
3787,0022-460X,,1.857,2.151,0.729,,,
3789,1386-9477,,1.856,1.436,0.399,,,
3790,0393-5264,,1.855,1.541,0.405,,,
3790,1385-1101,,1.855,2.318,0.716,,,
3792,0885-6222,,1.854,2.504,0.629,,,
3792,0033-4553,,1.854,1.874,0.781,,,
3794,1476-1270,,1.853,2.452,1.440,,,
3794,0730-8884,,1.853,1.943,1.016,,,
3796,1420-3030,,1.852,2.288,0.783,,,
3796,1530-437X,,1.852,1.932,0.537,,,
3798,1368-5538,,1.850,1.900,0.485,,,
3799,1841-8724,,1.849,1.975,0.524,,,
3799,0141-9838,,1.849,2.086,0.628,,,
3799,1120-1797,,1.849,1.712,0.566,,,
3802,1557-2625,,1.848,2.064,0.714,,,
3803,0278-6125,,1.847,1.858,0.373,,,
3803,1040-7782,,1.847,1.616,0.406,,,
3805,1566-0621,,1.846,1.713,0.519,,,
3805,1060-3743,,1.846,1.964,0.678,,,
3807,0960-2585,,1.845,1.890,0.662,,,
3807,0093-691X,,1.845,2.146,0.534,,,
3809,1751-8644,,1.844,2.393,0.636,,,
3809,0146-7239,,1.844,2.236,0.950,,,
3811,0377-2217,,1.843,2.625,0.945,,,
3811,0165-7836,,1.843,2.004,0.673,,,
3811,0173-9565,,1.843,2.456,0.798,,,
3814,0803-5253,,1.842,2.117,0.660,,,
3814,0263-2136,,1.842,2.071,0.662,,,
3816,1146-609X,,1.841,1.783,0.597,,,
3816,1742-6405,,1.841,Not Available,Not Available,,,
3818,0017-1557,,1.840,2.803,0.689,,,
3818,0020-1324,,1.840,2.037,0.512,,,
3820,1350-4533,,1.839,2.375,0.689,,,
3820,0736-5845,,1.839,1.929,0.471,,,
3822,1863-0650,,1.838,2.147,0.403,,,
3823,0963-8288,,1.837,1.973,0.538,,,
3823,0963-8288,,1.837,1.973,0.538,,,
3823,0955-3002,,1.837,2.009,0.543,,,
3823,0278-4319,,1.837,2.466,0.418,,,
3823,0899-7640,,1.837,2.057,0.623,,,
3823,0920-8569,,1.837,1.796,0.462,,,
3829,0305-4179,,1.836,1.910,0.418,,,
3829,0264-2751,,1.836,2.055,0.510,,,
3829,0362-5664,,1.836,1.997,0.524,,,
3829,0947-7047,,1.836,1.736,0.326,,,
3829,0081-5993,,1.836,3.165,0.951,,,
3834,1362-5187,,1.835,1.667,0.472,,,
3835,1528-7394,,1.834,1.868,0.468,,,
3836,0142-6001,,1.833,2.591,1.595,,,
3836,1744-8603,,1.833,2.267,1.068,,,
3836,1744-8603,,1.833,2.267,1.068,,,
3836,1617-1381,,1.833,2.119,0.635,,,
3836,0033-8389,,1.833,2.363,0.721,,,
3836,1935-3812,,1.833,Not Available,Not Available,,,
3842,0149-1423,,1.832,2.235,0.791,,,
3842,0305-1862,,1.832,2.048,0.646,,,
3842,0305-1862,,1.832,2.048,0.646,,,
3842,0257-2753,,1.832,2.128,0.598,,,
3842,0959-289X,,1.832,1.720,0.442,,,
3842,0898-2643,,1.832,2.057,0.675,,,
3842,1673-7067,,1.832,Not Available,Not Available,,,
3842,0966-3274,,1.832,1.671,0.481,,,
3850,0017-8012,,1.831,2.070,1.096,,,
3850,1757-1146,,1.831,2.297,0.629,,,
3850,0029-6554,,1.831,2.064,0.608,,,
3850,0029-6554,,1.831,2.064,0.608,,,
3854,1556-1607,,1.830,2.609,0.916,,,
3854,0934-0882,,1.830,2.147,0.706,,,
3854,1464-9365,,1.830,2.370,0.955,,,
3857,0340-6253,,1.829,1.506,0.496,,,
3857,0167-2789,,1.829,1.764,0.986,,,
3857,0957-5820,,1.829,1.912,0.466,,,
3860,0044-8486,,1.828,2.586,0.612,,,
3860,1474-5151,,1.828,1.819,0.486,,,
3860,1474-5151,,1.828,1.819,0.486,,,
3860,0277-0903,,1.828,1.760,0.469,,,
3864,1090-0268,,1.827,2.271,0.745,,,
3864,0090-5550,,1.827,2.189,0.692,,,
3866,1467-8039,,1.826,1.913,0.737,,,
3866,1045-6767,,1.826,2.452,1.170,,,
3866,1359-1053,,1.826,2.175,0.624,,,
3866,1561-8633,,1.826,2.075,0.619,,,
3870,1090-1981,,1.825,2.507,0.835,,,
3870,1058-4609,,1.825,2.610,1.697,,,
3872,1176-9092,,1.824,2.341,0.602,,,
3873,1615-7591,,1.823,2.012,0.471,,,
3873,0957-4158,,1.823,1.947,0.547,,,
3873,1524-9220,,1.823,2.504,0.796,,,
3876,0926-5805,,1.822,2.217,0.484,,,
3876,0140-1963,,1.822,2.120,0.611,,,
3876,0233-111X,,1.822,1.643,0.418,,,
3879,0168-8162,,1.821,1.853,0.451,,,
3879,0044-5231,,1.821,1.523,0.529,,,
3881,0739-0572,,1.820,2.673,1.283,,,
3881,0047-2727,,1.820,2.611,2.720,,,
3881,1420-4096,,1.820,1.619,0.453,,,
3881,0824-0469,,1.820,1.977,0.667,,,
3881,0031-8884,,1.820,2.093,0.614,,,
3886,0002-838X,,1.818,2.056,0.635,,,
3886,1527-0297,,1.818,1.945,0.869,,,
3886,1051-2284,,1.818,1.482,0.507,,,
3889,1476-0835,,1.817,1.788,0.544,,,
3889,1476-0835,,1.817,1.788,0.544,,,
3891,0300-2896,,1.816,1.346,0.331,,,
3891,0142-9418,,1.816,2.309,0.505,,,
3893,1041-4347,,1.815,2.573,1.134,,,
3893,1610-0379,,1.815,1.575,0.465,,,
3893,0884-2914,,1.815,1.668,0.569,,,
3893,0022-2585,,1.815,2.255,0.644,,,
3893,0025-6455,,1.815,1.869,0.429,,,
3898,1674-5507,,1.814,Not Available,Not Available,,,
3898,0938-2259,,1.814,1.285,1.109,,,
3900,0885-2308,,1.812,1.776,0.791,,,
3900,0272-1732,,1.812,2.332,1.521,,,
3900,0022-3018,,1.812,2.228,0.707,,,
3900,0022-3018,,1.812,2.228,0.707,,,
3900,1083-3188,,1.812,1.891,0.608,,,
3900,0965-206X,,1.812,Not Available,Not Available,,,
3900,0965-206X,,1.812,Not Available,Not Available,,,
3907,0145-4455,,1.811,2.194,0.696,,,
3907,0022-4561,,1.811,1.963,0.598,,,
3907,0939-3889,,1.811,1.436,0.485,,,
3910,1389-9341,,1.810,2.210,0.608,,,
3910,1573-3750,,1.810,Not Available,Not Available,,,
3910,0894-1130,,1.810,1.782,0.527,,,
3910,1942-5120,,1.810,1.745,0.741,,,
3914,1380-6165,,1.809,2.000,0.711,,,
3914,1545-598X,,1.809,1.906,0.692,,,
3914,0889-4655,,1.809,2.128,0.598,,,
3914,0889-4655,,1.809,2.128,0.598,,,
3918,1526-3800,,1.808,2.921,1.167,,,
3919,1070-8022,,1.807,1.504,0.397,,,
3919,1738-6586,,1.807,1.875,0.529,,,
3919,1229-6929,,1.807,1.907,0.493,,,
3922,0740-3224,,1.806,1.938,0.698,,,
3922,1219-4956,,1.806,1.740,0.448,,,
3922,1090-3127,,1.806,1.780,0.583,,,
3922,0895-4798,,1.806,2.318,2.008,,,
3926,0022-2496,,1.805,1.935,1.155,,,
3926,0022-2496,,1.805,1.935,1.155,,,
3926,0933-7407,,1.805,1.659,0.440,,,
3926,0041-624X,,1.805,1.948,0.583,,,
3930,0007-6503,,1.804,2.127,0.909,,,
3930,0149-0451,,1.804,2.166,0.770,,,
3930,0031-0239,,1.804,1.841,0.743,,,
3933,0886-9383,,1.803,2.064,0.650,,,
3933,1532-9194,,1.803,1.988,0.916,,,
3933,1566-113X,,1.803,1.640,0.606,,,
3936,1936-9751,,1.802,1.893,0.418,,,
3936,0266-5611,,1.802,2.360,1.318,,,
3938,1148-5493,,1.800,2.064,0.571,,,
3939,0362-028X,,1.797,1.974,0.540,,,
3939,1076-2752,,1.797,2.090,0.625,,,
3941,1735-143X,,1.796,1.601,0.298,,,
3941,0919-6544,,1.796,1.741,0.561,,,
3941,0740-2570,,1.796,1.738,0.599,,,
3944,1612-1872,,1.795,1.957,0.458,,,
3944,0021-5155,,1.795,1.587,0.475,,,
3944,0261-4448,,1.795,Not Available,Not Available,,,
3944,1540-3459,,1.795,2.377,1.680,,,
3948,1462-3889,,1.794,2.154,0.556,,,
3948,1462-3889,,1.794,2.154,0.556,,,
3948,1735-1472,,1.794,2.403,0.465,,,
3951,1025-5842,,1.793,1.814,0.572,,,
3951,1022-1344,,1.793,1.545,0.399,,,
3953,0736-9387,,1.792,2.357,0.770,,,
3953,1055-0887,,1.792,2.179,0.682,,,
3955,0022-1147,,1.791,2.182,0.544,,,
3956,0040-1706,,1.790,2.164,1.597,,,
3957,1366-638X,,1.789,1.945,0.503,,,
3957,1574-017X,,1.789,1.198,0.299,,,
3957,1751-570X,,1.789,1.585,0.571,,,
3960,0001-6268,,1.788,1.813,0.523,,,
3960,0378-7206,,1.788,3.392,0.888,,,
3960,0378-7206,,1.788,3.392,0.888,,,
3960,1003-9953,,1.788,1.778,0.362,,,
3964,1472-684X,,1.787,Not Available,Not Available,,,
