Rank,Issn,Journal Impact Factor,5-Year Impact Factor,Article Influence Score,,,
3035,1088-0224,2.264,2.652,1.134,,,
3035,0024-4066,2.264,2.319,0.772,,,
3035,1471-2458,2.264,2.768,0.909,,,
3035,1369-7137,2.264,2.183,0.567,,,
3035,1445-5226,2.264,2.006,0.715,,,
3035,0022-3573,2.264,2.385,0.546,,,
3035,0092-6566,2.264,2.723,1.308,,,
3043,0004-640X,2.263,1.769,0.514,,,
3044,1550-8579,2.262,2.247,0.738,,,
3044,0022-4405,2.262,3.405,1.446,,,
3044,2041-1480,2.262,3.456,1.009,,,
3044,1540-7489,2.262,2.622,1.021,,,
3048,0302-282X,2.261,2.612,0.751,,,
3048,0393-697X,2.261,2.164,1.031,,,
3050,1354-750X,2.260,2.263,0.599,,,
3050,0895-8378,2.260,2.316,0.683,,,
3052,0254-0584,2.259,2.503,0.543,,,
3053,2222-1751,2.258,2.258,0.776,,,
3054,1525-5050,2.257,2.225,0.574,,,
3055,0022-2437,2.256,3.771,2.830,,,
3055,0888-3270,2.256,2.870,0.879,,,
3055,2158-5849,2.256,2.299,0.403,,,
3058,2150-8925,2.255,2.616,1.074,,,
3058,0022-3816,2.255,2.754,2.711,,,
3060,0007-1269,2.254,3.277,1.430,,,
3060,1541-5856,2.254,2.499,0.983,,,
3062,1567-2026,2.253,2.409,0.580,,,
3062,0954-691X,2.253,2.197,0.623,,,
3062,0951-4198,2.253,2.419,0.701,,,
3065,0010-440X,2.252,2.671,0.790,,,
3065,0010-440X,2.252,2.671,0.790,,,
3065,0385-2407,2.252,2.073,0.569,,,
3065,0379-6779,2.252,2.244,0.437,,,
3069,0307-904X,2.251,2.326,0.656,,,
3070,0578-5634,2.250,1.581,0.557,,,
3070,1869-1439,2.250,1.792,0.578,,,
3070,1531-3433,2.250,2.115,0.646,,,
3070,1744-8603,2.250,2.789,0.989,,,
3070,1744-8603,2.250,2.789,0.989,,,
3075,1473-7140,2.249,2.001,0.568,,,
3076,0001-6918,2.248,2.676,0.946,,,
3076,0268-2605,2.248,2.140,0.378,,,
3076,0022-2615,2.248,2.514,0.758,,,
3076,0026-1270,2.248,1.744,0.470,,,
3080,0264-0414,2.246,3.001,0.717,,,
3080,1380-3743,2.246,2.570,0.611,,,
3082,1311-0454,2.245,Not Available,Not Available,,,
3082,1662-4025,2.245,2.234,0.656,,,
3082,1424-8220,2.245,2.474,0.566,,,
3085,2162-3279,2.243,2.229,0.699,,,
3085,0018-9480,2.243,2.286,1.174,,,
3085,1057-7408,2.243,2.561,1.388,,,
3085,1059-7700,2.243,1.942,0.663,,,
3089,1386-0291,2.242,2.096,0.410,,,
3089,0891-9887,2.242,3.026,0.952,,,
3091,8756-5641,2.241,3.562,1.263,,,
3091,8756-5641,2.241,3.562,1.263,,,
3091,0140-7007,2.241,2.516,0.508,,,
3091,0735-0015,2.241,2.928,3.549,,,
3091,0735-0015,2.241,2.928,3.549,,,
3091,1551-319X,2.241,2.262,0.671,,,
3091,1933-6896,2.241,2.139,0.648,,,
3098,0957-4174,2.240,2.571,0.594,,,
3098,0031-0239,2.240,2.164,0.858,,,
3098,0142-9418,2.240,2.322,0.543,,,
3101,0269-2155,2.239,2.784,0.844,,,
3101,0933-7407,2.239,1.883,0.523,,,
3103,1557-1955,2.238,2.504,0.619,,,
3104,0952-1895,2.237,2.266,1.291,,,
3104,0721-7595,2.237,2.780,0.686,,,
3104,0143-8166,2.237,2.139,0.536,,,
3107,0021-8502,2.236,2.719,0.875,,,
3107,0924-0136,2.236,2.660,0.754,,,
3109,1432-881X,2.233,2.104,0.630,,,
3110,0094-0496,2.232,2.083,1.446,,,
3110,1812-0784,2.232,2.603,1.222,,,
3110,1071-9091,2.232,1.862,0.660,,,
3113,1342-6311,2.231,2.144,0.504,,,
3114,1933-7191,2.230,2.325,0.689,,,
3115,1090-1981,2.229,2.620,0.951,,,
3115,1084-8045,2.229,2.223,0.548,,,
3117,0033-8222,2.228,3.717,1.353,,,
3118,1057-9230,2.227,2.703,1.309,,,
3118,1057-9230,2.227,2.703,1.309,,,
3118,0093-7711,2.227,2.259,0.670,,,
3121,1477-7827,2.226,2.494,0.698,,,
3121,0735-2751,2.226,2.714,1.832,,,
3123,0963-8695,2.225,2.302,0.675,,,
3123,0029-196X,2.225,2.267,0.660,,,
3125,0925-5214,2.223,2.845,0.615,,,
3126,0021-2148,2.221,2.639,0.915,,,
3127,0003-2697,2.219,2.564,0.707,,,
3127,0003-9527,2.219,2.575,2.909,,,
3127,1550-0594,2.219,2.585,0.691,,,
3127,0175-7571,2.219,2.249,0.767,,,
3127,1476-511X,2.219,2.430,0.581,,,
3132,0735-7907,2.218,1.983,0.496,,,
3133,0264-3707,2.217,2.499,0.961,,,
3134,1055-8586,2.216,2.468,0.858,,,
3135,0020-7683,2.214,2.483,0.972,,,
3135,0301-5629,2.214,2.643,0.761,,,
3137,0960-085X,2.213,2.445,0.657,,,
3137,0960-085X,2.213,2.445,0.657,,,
3137,0148-5598,2.213,1.955,0.340,,,
3137,2045-8827,2.213,2.213,0.735,,,
3141,1567-1739,2.212,2.184,0.474,,,
3141,1574-888X,2.212,2.428,0.572,,,
3141,1750-9467,2.212,2.700,0.633,,,
3144,0003-4800,2.211,2.092,0.723,,,
3145,1471-244X,2.210,2.782,0.815,,,
3145,0009-2673,2.210,1.658,0.393,,,
3147,1943-0655,2.209,2.210,0.806,,,
3147,0165-1684,2.209,2.360,0.695,,,
3149,0360-3997,2.208,2.109,0.500,,,
3149,1662-4246,2.208,2.202,0.726,,,
3149,1662-4246,2.208,2.202,0.726,,,
3152,0268-9146,2.207,2.611,0.645,,,
3152,0952-1976,2.207,2.503,0.645,,,
3152,0899-7667,2.207,2.203,0.957,,,
3152,0952-5238,2.207,2.166,0.909,,,
3156,0196-6553,2.206,2.495,0.808,,,
3157,8755-9129,2.205,2.531,0.691,,,
3157,0049-1241,2.205,3.126,2.271,,,
3159,0169-7722,2.204,2.785,0.880,,,
3160,1687-7357,2.203,2.272,0.836,,,
3160,0022-1155,2.203,2.534,0.320,,,
3162,0894-9115,2.202,2.151,0.680,,,
3162,1536-0652,2.202,2.037,0.746,,,
3162,1841-8724,2.202,2.272,0.571,,,
3162,0375-9474,2.202,1.488,0.552,,,
3166,0269-9931,2.201,3.425,1.386,,,
3166,1662-5188,2.201,2.500,0.899,,,
3166,0734-743X,2.201,2.572,0.842,,,
3166,1750-2640,2.201,1.871,0.672,,,
3166,0749-5978,2.201,3.938,2.487,,,
3171,1558-8211,2.200,Not Available,Not Available,,,
3171,0378-3812,2.200,2.334,0.551,,,
3171,1354-6783,2.200,2.062,0.736,,,
3174,0738-3991,2.199,2.975,1.008,,,
3174,0738-3991,2.199,2.975,1.008,,,
3174,0049-8254,2.199,2.025,0.524,,,
3177,0885-3282,2.197,2.559,0.521,,,
3177,0961-2033,2.197,2.331,0.591,,,
3179,0340-0131,2.196,2.146,0.671,,,
3179,0305-4403,2.196,2.450,0.662,,,
3179,0305-4403,2.196,2.450,0.662,,,
3179,1526-0542,2.196,2.598,0.905,,,
3183,1471-2199,2.194,3.289,0.983,,,
3183,0162-2439,2.194,2.475,0.984,,,
3185,0885-6222,2.192,2.362,0.601,,,
3185,1364-5021,2.192,2.372,1.215,,,
3187,1672-9145,2.191,2.051,0.539,,,
3187,1435-2443,2.191,2.200,0.663,,,
3187,1477-2000,2.191,1.988,0.734,,,
3190,1471-2393,2.190,2.925,0.844,,,
3190,0967-0645,2.190,2.782,1.102,,,
3190,1735-1472,2.190,2.491,0.481,,,
3190,0912-0009,2.190,2.212,0.524,,,
3190,0268-1242,2.190,1.911,0.669,,,
3195,1476-0711,2.189,Not Available,Not Available,,,
3196,1444-1586,2.188,2.026,0.478,,,
3196,1444-1586,2.188,2.026,0.478,,,
3196,0031-3025,2.188,2.290,0.696,,,
3196,0090-4295,2.188,2.207,0.669,,,
3200,1752-153X,2.187,2.244,0.467,,,
3200,1439-6319,2.187,2.633,0.719,,,
3202,0003-0082,2.186,2.127,0.819,,,
3202,1558-6898,2.186,2.925,1.020,,,
3202,0741-3335,2.186,2.121,0.840,,,
3205,1566-0621,2.185,1.864,0.579,,,
3205,0895-2779,2.185,3.390,0.945,,,
3205,0895-2779,2.185,3.390,0.945,,,
3208,0108-7681,2.184,2.208,0.729,,,
3208,1388-0764,2.184,2.649,0.596,,,
3208,0040-6031,2.184,2.392,0.550,,,
3211,0021-8979,2.183,2.276,0.682,,,
3211,0138-9130,2.183,2.316,0.431,,,
3211,0138-9130,2.183,2.316,0.431,,,
3214,2152-2715,2.182,3.121,0.953,,,
3214,1045-3830,2.182,2.927,1.021,,,
3216,0257-2753,2.181,2.689,0.737,,,
3216,0018-926X,2.181,2.346,0.889,,,
3216,1743-422X,2.181,2.218,0.630,,,
3219,0090-5364,2.180,3.975,4.899,,,
3219,1751-2433,2.180,Not Available,Not Available,,,
3221,1053-4822,2.179,3.469,1.311,,,
3221,1464-0325,2.179,2.461,0.712,,,
3223,0008-6312,2.177,2.049,0.687,,,
3223,2156-342X,2.177,3.406,1.615,,,
3223,0275-5408,2.177,1.801,0.527,,,
3226,0344-5607,2.176,2.224,0.710,,,
3227,0002-838X,2.175,2.401,0.693,,,
3227,1479-666X,2.175,2.106,0.683,,,
3229,1752-458X,2.174,2.234,0.705,,,
3230,1758-5996,2.173,2.192,0.544,,,
3230,0022-328X,2.173,2.056,0.405,,,
3230,0305-7356,2.173,2.228,0.657,,,
3233,0885-2014,2.172,2.717,1.216,,,
3233,0213-005X,2.172,1.752,0.414,,,
3235,0739-7240,2.171,2.150,0.577,,,
3235,2050-7887,2.171,2.171,0.586,,,
3235,1094-6977,2.171,2.962,1.088,,,
3238,1045-9219,2.170,2.271,0.859,,,
3239,0929-5305,2.169,1.830,0.573,,,
3239,0921-5107,2.169,2.142,0.475,,,
3241,1943-3921,2.168,2.526,0.931,,,
3241,1943-3921,2.168,2.526,0.931,,,
3241,1077-2626,2.168,2.482,1.032,,,
3241,0959-9673,2.168,2.605,0.713,,,
3245,0065-3160,2.167,2.087,1.062,,,
3245,0007-1102,2.167,1.954,1.498,,,
3245,0007-1102,2.167,1.954,1.498,,,
3245,0965-0393,2.167,2.696,1.186,,,
3245,0167-5877,2.167,2.287,0.618,,,
3250,1535-3702,2.165,2.593,0.699,,,
3251,1944-7515,2.164,2.774,0.982,,,
3251,1434-1816,2.164,2.653,0.862,,,
3251,2314-6745,2.164,2.164,0.538,,,
3254,1568-4539,2.163,2.613,0.618,,,
3255,0253-4886,2.162,1.973,0.623,,,
3255,1654-6628,2.162,Not Available,Not Available,,,
3257,0749-0704,2.161,2.332,0.805,,,
3257,1382-3256,2.161,2.585,1.332,,,
3259,2092-7355,2.160,2.663,0.644,,,
3259,1935-3812,2.160,Not Available,Not Available,,,
3261,1552-4825,2.159,2.406,0.839,,,
3261,1053-0487,2.159,2.593,0.786,,,
3263,0002-8312,2.157,3.511,2.256,,,
3263,1385-2728,2.157,2.738,0.589,,,
3263,1875-5100,2.157,2.048,0.438,,,
3263,1875-0710,2.157,1.873,0.382,,,
3267,0895-0695,2.156,2.703,1.436,,,
3268,0008-1221,2.155,2.303,0.974,,,
3268,1000-467X,2.155,Not Available,Not Available,,,
3268,0957-4166,2.155,2.038,0.426,,,
3271,1868-8497,2.154,Not Available,Not Available,,,
3272,0829-8211,2.152,2.311,0.758,,,
3272,0045-2068,2.152,1.839,0.512,,,
3272,0032-0943,2.152,2.435,0.547,,,
3275,0952-3499,2.151,2.356,0.694,,,
3276,1742-4801,2.150,1.977,0.517,,,
3276,0032-4728,2.150,2.053,0.977,,,
3278,8756-7938,2.149,2.272,0.544,,,
3278,1542-7390,2.149,1.894,0.689,,,
3280,0955-8810,2.148,2.379,0.645,,,
3281,2152-3878,2.147,2.674,0.818,,,
3281,1364-503X,2.147,3.038,1.294,,,
3281,0280-6509,2.147,3.003,1.323,,,
3284,1473-9542,2.146,Not Available,Not Available,,,
3285,0091-0562,2.145,2.657,0.877,,,
3286,1672-9609,2.144,1.759,0.468,,,
3286,0023-852X,2.144,2.328,0.688,,,
3288,0141-9838,2.143,2.220,0.679,,,
3289,1070-664X,2.142,2.100,0.643,,,
3289,1862-6254,2.142,2.115,0.742,,,
3291,1875-2136,2.140,Not Available,Not Available,,,
3291,0379-0738,2.140,2.345,0.591,,,
3291,1755-8166,2.140,2.046,0.642,,,
3294,1439-0108,2.139,2.598,0.664,,,
3295,1040-0397,2.138,2.409,0.475,,,
3295,0378-1119,2.138,2.185,0.613,,,
3295,0198-8859,2.138,2.343,0.620,,,
3298,1422-6405,2.137,2.057,0.582,,,
3298,0020-1383,2.137,2.485,0.728,,,
3298,0001-2815,2.137,2.039,0.478,,,
3298,0192-6233,2.137,2.354,0.648,,,
3302,1052-7613,2.136,2.270,0.696,,,
3303,0160-2446,2.135,2.243,0.642,,,
3303,0938-8974,2.135,2.013,1.530,,,
3305,0045-7949,2.134,2.528,1.050,,,
3305,0169-0965,2.134,2.377,0.982,,,
3305,0375-9393,2.134,1.847,0.507,,,
3308,0022-4596,2.133,2.344,0.550,,,
3308,0193-953X,2.133,2.783,0.959,,,
3308,1545-2255,2.133,2.309,0.738,,,
3311,1537-5927,2.132,2.661,2.154,,,
3312,0927-0256,2.131,2.188,0.670,,,
3312,0966-9795,2.131,2.204,0.673,,,
3312,0964-8305,2.131,2.377,0.522,,,
3315,0196-206X,2.129,2.523,0.879,,,
3315,0196-206X,2.129,2.523,0.879,,,
3317,1341-9625,2.128,1.745,0.501,,,
3317,1381-1177,2.128,2.622,0.526,,,
3319,1461-6734,2.127,2.532,0.838,,,
3319,1747-0218,2.127,2.449,0.972,,,
3319,1747-0218,2.127,2.449,0.972,,,
3319,0887-4476,2.127,2.284,0.698,,,
3323,1070-5503,2.126,2.512,0.814,,,
3323,1532-0464,2.126,3.398,1.126,,,
3323,0026-2862,2.126,2.614,0.724,,,
3326,1344-7610,2.125,1.672,0.412,,,
3326,1044-5005,2.125,2.290,0.650,,,
3326,0167-6857,2.125,2.115,0.401,,,
3329,1382-4996,2.124,2.688,1.134,,,
3329,1382-4996,2.124,2.688,1.134,,,
3331,1055-0887,2.123,2.351,0.742,,,
3331,1420-4096,2.123,1.774,0.433,,,
3331,1545-1151,2.123,2.125,0.769,,,
3331,1545-1151,2.123,2.125,0.769,,,
3335,0276-0460,2.122,2.286,0.689,,,
3336,0378-1097,2.121,2.166,0.699,,,
3336,0767-3981,2.121,2.017,0.473,,,
3336,0018-5043,2.121,1.994,0.558,,,
3336,0032-0862,2.121,2.571,0.726,,,
3336,0032-3772,2.121,1.435,0.275,,,
3341,1521-6926,2.120,2.423,0.817,,,
3341,0926-2644,2.120,1.721,0.416,,,
3341,1477-7525,2.120,2.835,0.890,,,
3341,1477-7525,2.120,2.835,0.890,,,
3341,0921-2728,2.120,2.333,0.711,,,
3341,0031-3955,2.120,2.307,0.843,,,
3347,1045-6740,2.119,3.146,1.108,,,
3348,0141-0768,2.118,1.751,0.757,,,
3349,1570-1794,2.117,2.425,0.509,,,
3349,0261-5606,2.117,1.916,0.818,,,
3351,0022-5193,2.116,2.239,0.774,,,
3352,1062-3264,2.115,2.193,0.541,,,
3353,1759-8753,2.114,2.145,0.857,,,
3353,1363-4615,2.114,1.826,0.680,,,
3355,1749-4478,2.113,2.727,0.901,,,
3355,1079-0632,2.113,2.423,0.733,,,
3357,2167-8359,2.112,2.112,0.752,,,
3358,0269-2821,2.111,2.707,0.796,,,
3358,1386-4181,2.111,2.058,2.013,,,
3360,1041-1135,2.110,1.886,0.640,,,
3360,0341-2695,2.110,2.356,0.626,,,
3360,0022-2011,2.110,2.419,0.686,,,
3360,1674-2001,2.110,2.312,0.583,,,
3364,1076-0512,2.109,2.083,0.552,,,
3364,1618-8667,2.109,2.721,0.636,,,
3364,1618-8667,2.109,2.721,0.636,,,
3367,0021-8812,2.108,2.586,0.584,,,
3368,0273-0979,2.107,2.928,4.458,,,
3368,1522-1946,2.107,2.050,0.759,,,
3368,1526-8209,2.107,2.439,0.754,,,
3371,1520-9156,2.106,2.118,0.618,,,
3371,1057-0829,2.106,1.993,0.575,,,
3373,1092-0684,2.105,2.893,0.969,,,
3374,0066-4812,2.104,2.917,1.327,,,
3374,1464-1801,2.104,2.171,0.671,,,
3376,0003-4916,2.103,2.433,1.146,,,
3376,1934-5747,2.103,Not Available,Not Available,,,
3378,0003-4878,2.101,2.035,0.591,,,
3378,0363-9045,2.101,1.943,0.343,,,
3378,1022-6877,2.101,2.219,0.654,,,
3378,1022-6877,2.101,2.219,0.654,,,
3382,0065-2318,2.100,5.200,1.431,,,
3382,0020-7721,2.100,1.859,0.429,,,
3384,0894-587X,2.098,3.367,1.052,,,
3384,0028-1042,2.098,2.076,0.731,,,
3384,0932-0113,2.098,2.251,0.453,,,
3387,0012-2823,2.097,2.247,0.610,,,
3387,0021-8782,2.097,2.586,0.903,,,
3387,0749-6036,2.097,1.885,0.371,,,
3387,0889-7077,2.097,2.409,0.739,,,
3387,0889-7077,2.097,2.409,0.739,,,
3392,0213-3911,2.096,2.145,0.596,,,
3392,0028-8306,2.096,1.277,0.581,,,
3394,0954-0121,2.095,2.440,0.808,,,
3394,0295-5075,2.095,2.024,0.953,,,
3394,1612-4669,2.095,2.265,0.674,,,
3394,1545-598X,2.095,2.339,0.690,,,
3394,1827-4765,2.095,1.849,0.565,,,
3399,1680-8584,2.094,2.155,0.517,,,
3399,1074-2484,2.094,1.989,0.585,,,
3399,0733-5210,2.094,2.728,0.652,,,
3402,0015-752X,2.093,2.296,0.627,,,
3402,1437-3254,2.093,2.682,0.856,,,
3404,0217-4561,2.091,2.500,0.652,,,
3404,1109-4028,2.091,1.832,0.425,,,
3404,1109-4028,2.091,1.832,0.425,,,
3407,1359-432X,2.090,2.615,1.000,,,
3407,1543-3080,2.090,2.789,0.864,,,
3407,0730-725X,2.090,2.218,0.795,,,
3407,1016-8478,2.090,2.274,0.648,,,
3411,1542-0752,2.089,2.725,0.939,,,
3412,1066-033X,2.088,3.516,2.117,,,
3412,1107-3756,2.088,2.012,0.476,,,
3412,0022-1503,2.088,2.417,0.798,,,
3412,0076-6879,2.088,2.272,0.961,,,
3416,0010-3616,2.086,2.082,2.007,,,
3416,2095-0462,2.086,1.872,0.780,,,
3416,1525-0008,2.086,2.829,1.176,,,
3416,0142-4319,2.086,1.842,0.598,,,
3416,1436-3240,2.086,2.348,0.595,,,
3416,1424-7860,2.086,1.922,0.559,,,
3422,0893-3189,2.085,1.838,0.739,,,
3422,1566-113X,2.085,2.081,0.784,,,
3424,0006-3606,2.084,2.493,0.855,,,
3424,1382-6689,2.084,2.205,0.468,,,
3424,0254-4962,2.084,2.156,0.618,,,
3424,0254-4962,2.084,2.156,0.618,,,
3428,1471-2350,2.083,2.409,0.712,,,
3428,1726-4529,2.083,Not Available,Not Available,,,
3428,1380-3395,2.083,2.483,0.783,,,
3428,1380-3395,2.083,2.483,0.783,,,
3428,1092-7875,2.083,2.414,0.797,,,
3428,1320-5358,2.083,1.930,0.557,,,
3428,0925-2312,2.083,2.292,0.514,,,
3428,0305-7267,2.083,3.061,1.336,,,
3428,0305-7267,2.083,3.061,1.336,,,
3437,0950-222X,2.082,2.079,0.650,,,
3437,2042-6976,2.082,2.083,0.563,,,
3439,1565-3633,2.081,1.813,0.339,,,
3439,1935-3952,2.081,1.970,0.693,,,
3441,1615-6846,2.080,2.624,0.586,,,
3441,2050-6406,2.080,2.080,0.472,,,
3443,1574-1192,2.079,2.325,0.935,,,
3444,1699-048X,2.077,1.604,0.407,,,
3444,1178-1998,2.077,2.179,0.574,,,
3446,1618-3169,2.076,2.475,0.948,,,
3446,2079-4991,2.076,2.394,0.514,,,
3448,0889-3268,2.075,3.015,1.223,,,
3448,1064-8011,2.075,2.584,0.461,,,
3450,0272-5231,2.074,2.237,0.755,,,
3451,0264-3294,2.073,2.360,0.899,,,
3451,0264-3294,2.073,2.360,0.899,,,
3453,1996-1073,2.072,2.436,0.581,,,
3453,1045-389X,2.072,2.263,0.647,,,
3453,0743-8346,2.072,2.207,0.743,,,
3456,0174-1551,2.071,1.906,0.578,,,
3456,0255-2701,2.071,2.339,0.587,,,
3456,0738-1360,2.071,2.179,0.813,,,
3456,0738-1360,2.071,2.179,0.813,,,
3456,0193-4929,2.071,1.184,0.218,,,
3461,0001-4575,2.070,2.699,0.813,,,
3461,1747-4086,2.070,1.874,0.718,,,
3461,1750-743X,2.070,2.173,0.608,,,
3461,1092-4388,2.070,2.795,0.900,,,
3461,1092-4388,2.070,2.795,0.900,,,
3466,0894-3257,2.069,2.526,1.516,,,
3467,0034-3404,2.068,2.372,0.892,,,
3468,1040-872X,2.067,2.206,0.713,,,
3468,1041-4347,2.067,2.873,1.160,,,
3470,0929-5593,2.066,2.170,0.992,,,
3470,1470-7330,2.066,2.460,0.764,,,
3470,0902-4441,2.066,2.237,0.755,,,
3470,0940-6719,2.066,2.497,0.768,,,
3470,2157-9083,2.066,2.102,0.180,,,
3470,0004-6264,2.066,2.032,1.087,,,
3476,1665-2681,2.065,2.035,0.594,,,
3476,0910-8327,2.065,1.785,0.355,,,
3476,0172-4622,2.065,2.453,0.582,,,
3479,0250-5991,2.064,2.067,0.556,,,
3479,1943-0620,2.064,1.783,0.641,,,
3479,1398-2273,2.064,2.043,0.635,,,
3482,1660-4601,2.063,2.493,0.729,,,
3483,0742-1222,2.062,3.071,0.958,,,
3483,0742-1222,2.062,3.071,0.958,,,
3483,1040-6182,2.062,2.481,0.711,,,
3486,0301-9322,2.061,2.374,0.888,,,
3487,0923-4748,2.060,2.081,0.431,,,
3487,0923-4748,2.060,2.081,0.431,,,
3489,1060-0280,2.059,2.199,0.651,,,
3489,1069-4730,2.059,2.722,1.071,,,
3489,1069-4730,2.059,2.722,1.071,,,
3489,2040-8978,2.059,1.887,0.664,,,
3489,0167-6911,2.059,2.448,1.207,,,
3494,0915-5635,2.058,1.976,0.518,,,
3494,0040-1625,2.058,2.634,0.722,,,
3496,0272-7714,2.057,2.603,0.801,,,
3497,0342-7188,2.056,2.429,0.801,,,
3497,0140-7775,2.056,2.112,0.590,,,
3497,0272-4324,2.056,1.887,0.460,,,
3500,1744-117X,2.055,2.107,0.492,,,
3500,1044-5498,2.055,2.089,0.479,,,
3500,0029-5981,2.055,2.694,1.275,,,
3503,0098-3004,2.054,2.214,0.754,,,
3503,1471-8731,2.054,1.688,0.602,,,
3503,1471-8731,2.054,1.688,0.602,,,
3503,1547-691X,2.054,1.947,0.503,,,
3507,0889-4655,2.053,2.193,0.642,,,
3507,0889-4655,2.053,2.193,0.642,,,
3507,0301-4207,2.053,2.288,0.658,,,
3510,1548-5595,2.052,2.399,0.805,,,
3510,2040-7939,2.052,1.655,0.609,,,
3512,1527-4160,2.051,2.158,0.596,,,
3513,0160-564X,2.050,1.652,0.366,,,
3513,1751-8423,2.050,2.506,0.652,,,
3513,1265-4906,2.050,2.025,0.512,,,
3513,1610-0379,2.050,1.753,0.431,,,
3513,1540-9996,2.050,2.183,0.781,,,
3513,1540-9996,2.050,2.183,0.781,,,
3519,1751-8644,2.048,2.337,0.673,,,
3520,0253-6269,2.046,2.031,0.454,,,
3520,1468-8115,2.046,2.522,1.164,,,
3520,0020-1693,2.046,1.853,0.331,,,
3523,1123-6337,2.044,1.687,0.448,,,
3524,0903-4641,2.042,2.058,0.588,,,
3524,1740-1445,2.042,2.496,0.674,,,
3524,0277-3740,2.042,2.000,0.531,,,
3524,1121-760X,2.042,1.687,0.306,,,
3524,0022-4146,2.042,2.500,1.342,,,
3524,1388-6150,2.042,1.750,0.251,,,
3530,0026-1394,2.041,1.978,0.661,,,
3531,1471-2377,2.040,2.563,0.858,,,
3531,0393-974X,2.040,1.842,0.445,,,
3533,1741-3842,2.039,2.456,0.970,,,
3533,1741-3842,2.039,2.456,0.970,,,
3533,0083-6729,2.039,2.395,0.712,,,
3536,0021-9568,2.037,2.165,0.466,,,
3536,1753-1934,2.037,1.900,0.597,,,
3538,1063-5203,2.036,3.220,2.338,,,
3538,0014-4819,2.036,2.419,0.769,,,
3538,0340-7594,2.036,2.103,0.732,,,
3541,1631-0705,2.035,1.769,0.959,,,
3542,1472-6750,2.034,2.511,0.717,,,
3542,0020-7403,2.034,2.287,0.777,,,
3542,1471-0358,2.034,2.260,1.159,,,
3545,0179-051X,2.033,2.244,0.577,,,
3545,1824-4785,2.033,2.015,0.614,,,
3547,1710-1484,2.032,Not Available,Not Available,,,
3547,0009-398X,2.032,2.551,0.871,,,
3547,1531-6912,2.032,1.825,0.567,,,
3550,1070-6631,2.031,2.230,0.997,,,
3550,1355-2546,2.031,1.926,0.429,,,
3550,0273-2300,2.031,2.316,0.550,,,
3553,1734-1922,2.030,1.656,0.307,,,
3553,0304-3940,2.030,2.169,0.619,,,
3555,0010-4140,2.028,2.808,2.389,,,
3556,1094-6950,2.027,1.848,0.565,,,
3557,0007-1285,2.026,1.976,0.675,,,
3557,0167-7012,2.026,2.338,0.672,,,
3557,0026-461X,2.026,1.949,0.811,,,
3560,0301-5661,2.025,2.435,0.765,,,
3560,0165-0270,2.025,2.245,0.753,,,
3560,1535-1459,2.025,2.496,0.806,,,
3560,1757-7241,2.025,2.339,0.799,,,
3564,1756-0381,2.024,2.012,0.636,,,
3564,1476-9255,2.024,2.586,0.770,,,
3564,0301-4851,2.024,1.908,0.396,,,
3567,0003-6870,2.023,2.143,0.597,,,
3567,0003-6870,2.023,2.143,0.597,,,
3567,0753-3322,2.023,2.080,0.454,,,
3570,0889-9746,2.021,2.249,0.698,,,
3571,1472-6882,2.020,2.356,0.451,,,
3571,2152-2650,2.020,1.748,0.603,,,
3571,1342-1751,2.020,1.718,0.475,,,
3571,1861-8200,2.020,1.548,0.545,,,
3571,0147-7307,2.020,2.759,1.071,,,
3571,0194-5998,2.020,1.974,0.611,,,
3577,0933-3657,2.019,2.037,0.586,,,
3577,0021-9762,2.019,2.677,0.944,,,
3577,1011-6125,2.019,1.969,0.596,,,
3580,1526-954X,2.018,2.406,1.184,,,
3581,0168-874X,2.017,1.967,0.747,,,
3581,1062-6050,2.017,2.643,0.772,,,
3583,0368-2811,2.016,2.036,0.562,,,
3584,0147-9571,2.015,2.214,0.643,,,
3584,0920-1211,2.015,2.316,0.728,,,
3584,0177-798X,2.015,2.287,0.766,,,
3587,0048-3575,2.014,2.387,0.545,,,
3587,1572-1000,2.014,2.308,0.478,,,
3589,0006-8977,2.013,2.423,0.746,,,
3590,1541-2016,2.012,1.881,0.542,,,
3590,1441-2772,2.012,1.655,0.599,,,
3590,1553-040X,2.012,2.652,1.047,,,
3590,0095-8972,2.012,1.469,0.167,,,
3590,1572-3097,2.012,2.384,2.552,,,
3595,0277-5387,2.011,1.952,0.330,,,
3596,1350-6129,2.010,2.163,0.618,,,
3596,0002-8177,2.010,2.204,0.711,,,
3596,2090-8083,2.010,2.127,0.618,,,
3599,1366-7289,2.009,2.862,1.026,,,
3599,0362-5664,2.009,1.994,0.548,,,
3599,0015-7120,2.009,1.951,1.704,,,
3602,0958-6946,2.008,2.433,0.606,,,
3603,1876-2859,2.007,2.644,1.044,,,
3603,1461-4448,2.007,2.854,1.340,,,
3605,1069-6563,2.006,2.282,0.859,,,
3605,0741-8329,2.006,2.318,0.595,,,
3607,0263-6484,2.005,1.930,0.484,,,
3608,1386-5056,2.004,2.610,0.740,,,
3609,1449-1907,2.003,2.064,0.536,,,
3609,0924-2031,2.003,2.015,0.483,,,
3611,1001-0742,2.002,2.533,0.591,,,
3612,0003-4746,2.000,2.274,0.606,,,
3612,1047-2797,2.000,2.789,1.124,,,
3612,1368-5538,2.000,1.928,0.511,,,
3612,0007-0998,2.000,2.785,1.212,,,
