"","Level","Points","Journal","ISSN","Econ","ABS","I","A","T"
"763","Level IV",20,"Schweizerische Zeitschrift für Volkswirtschaft und Statistik/Swiss Journal of Economics and Statistics","0303-9692",1,1,NA,NA,NA
"764","Level IV",20,"Bangladesh Development Studies","0304-095X",1,NA,NA,NA,NA
"765","Level IV",20,"Bangladesh Economic Review","0304-095X",1,NA,NA,NA,NA
"766","Level IV",20,"Estudios de Economia","0304-2758",1,NA,NA,NA,NA
"767","Level I-C",110.213490897916,"Journal of Development Economics","0304-3878",1,3,3.69033333333333,2.59233333333333,2.56966666666667
"768","Level I-B",135.25873272345,"Journal of Monetary Economics","0304-3932",1,5,3.59566666666667,4.776,2.52133333333333
"769","Level I-A",150,"Journal of Financial Economics","0304-405X",1,5,8.09766666666667,6.82266666666667,5.19533333333333
"770","Level II",60,"Journal of Mathematical Economics","0304-4068",1,3,0.679333333333333,0.626,0.616666666666667
"771","Level I-B",120,"Journal of Econometrics","0304-4076",1,5,2.53833333333333,2.43433333333333,1.71933333333333
"772","Level II",60,"Omega: The International Journal of Management Science","0305-0483",NA,3,6.13133333333333,1.45566666666667,4.992
"773","Level II",60,"Computers and Operations Research","0305-0548",NA,3,3.47033333333333,0.979666666666667,3.12933333333333
"774","Level III",40,"Engineering Optimization","0305-215X",NA,2,2.11,0.494333333333333,1.86533333333333
"775","Level II",60,"Policy and Politics","0305-5736",NA,3,2.67866666666667,0.807666666666667,2.11566666666667
"776","Level III",43.0117113169585,"Review of African Political Economy","0305-6244",1,NA,1.27866666666667,0.508666666666667,1.003
"777","Level II",83.1141952339648,"China Quarterly","0305-7410",1,2,3.17666666666667,1.34466666666667,2.24666666666667
"778","Level I-C",95.5329462152787,"World Development","0305-750X",1,3,4.43333333333333,1.43433333333333,3.64666666666667
"779","Level II",62.3402825030715,"Bulletin of the Institute of Economics and Statistics (Oxford University)","0305-9049",1,3,1.74433333333333,1.07666666666667,1.13966666666667
"780","Level II",62.3402825030715,"Oxford Bulletin of Economics and Statistics","0305-9049",1,3,1.74433333333333,1.07666666666667,1.13966666666667
"781","No Level",NA,"Industrial Law Journal","0305-9332",NA,3,NA,NA,NA
"782","No Level",NA,"Journal of General Management","0306-3070",NA,2,NA,NA,NA
"783","Level III",43.80739682342,"Social Studies of Science","0306-3127",NA,2,3.63466666666667,1.36633333333333,2.97633333333333
"784","Level III",40,"Information Processing and Management","0306-4573",NA,2,3.40466666666667,0.648666666666667,4.041
"785","Level II",60,"Journal of Business Finance and Accounting","0306-686X",1,3,1.9,0.461,1.52533333333333
"786","Level II",60,"International Statistical Review","0306-7734",NA,3,2.54933333333333,1.82866666666667,2.334
"787","Level IV",20,"International Journal of Social Economics","0306-8293",1,1,NA,NA,NA
"788","Level I-C",93.3461173002038,"Food Policy","0306-9192",1,3,4.68766666666667,1.26966666666667,3.696
"789","Level III",40,"British Journal of Guidance and Counseling","0306-9885",NA,2,0.915,0.138333333333333,0.824
"790","Level III",40,"Yorkshire Bulletin of Economic and Social Research","0307-3378",1,2,0.512666666666667,0.193333333333333,0.341333333333333
"791","Level III",40,"Bulletin of Economic Research","0307-3378",1,2,0.512666666666667,0.193333333333333,0.341333333333333
"792","Level IV",20,"Managerial Finance","0307-4358",1,1,NA,NA,NA
"793","Level II",60,"Studies in Higher Education","0307-5079",NA,3,3.213,0.647666666666667,2.725
"794","Level IV",26.3129262496717,"International Journal of General Systems","0308-1079",NA,1,2.11733333333333,0.546666666666667,2.287
"795","Level II",72.6477712561747,"Economy and Society","0308-5147",1,3,2.69,1.081,1.771
"796","Level I-B",120,"Environment and Planning A","0308-518X",1,5,3.08033333333333,1.021,2.548
"797","Level III",48.1574487015452,"Telecommunications Policy","0308-5961",1,1,2.23266666666667,0.402333333333333,2.10366666666667
"798","Level III",40,"Marine Policy","0308-597X",NA,2,2.99533333333333,0.682,2.734
"799","Level IV",20,"Maritime Policy and Management","0308-8839",1,2,NA,NA,NA
"800","Level II",60,"European Journal of Marketing","0309-0566",NA,3,2.56833333333333,0.453333333333333,1.78266666666667
"801","No Level",NA,"European Journal of Training and Development","0309-0590",NA,1,NA,NA,NA
"802","Level II",83.7269230857492,"International Journal of Urban and Regional Research","0309-1317",1,2,3.677,1.18633333333333,2.66066666666667
"803","Level II",74.5666451713527,"Progress in Human Geography","0309-1325",NA,3,8.11366666666667,2.79766666666667,6.74233333333333
"804","Level II",60,"Cambridge Journal of Economics","0309-166X",1,3,2.15833333333333,0.671,1.76766666666667
"805","No Level",NA,"Capital and Class","0309-8168",NA,2,NA,NA,NA
"806","No Level",NA,"Journal of Further and Higher Education","0309-877X",NA,1,NA,NA,NA
"807","Level IV",20,"Australian Bulletin of Labour","0311-6336",1,1,NA,NA,NA
"808","Level III",40,"Australian Journal of Management","0312-8962",1,2,1.47933333333333,0.253333333333333,1.13266666666667
"809","Level IV",20,"Economic Analysis and Policy","0313-5926",1,NA,NA,NA,NA
"810","Level IV",20,"Australasian Journal of Applied Finance","0313-5934",1,NA,NA,NA,NA
"811","Level III",40,"Australian Journal of Public Administration","0313-6647",NA,2,1.227,0.263333333333333,1.14466666666667
"812","Level IV",20,"INFOR: Information Systems and Operational Research","0315-5986",NA,1,0.613333333333333,0.155333333333333,0.609666666666667
"813","Level IV",32.5907226957339,"Canadian Public Policy","0317-0861",1,NA,0.967333333333333,0.304333333333333,0.774
"814","Level IV",20,"Statistika: Statistics and Economy Journal","0322-788X",1,NA,NA,NA,NA
"815","Level IV",20,"Ensayos Economicos","0325-3937",1,NA,NA,NA,NA
"816","Level IV",20,"Actualidad Económica","0327-585X",1,NA,NA,NA,NA
"817","Level IV",20,"Irish Economic and Social History","0332-4893",1,1,NA,NA,NA
"818","Level IV",20,"Bank of Israel Economic Review","0334-441X",1,NA,NA,NA,NA
"819","Level IV",20,"Vie et Sciences Economiques","0336-142X",1,NA,NA,NA,NA
"820","Level IV",20,"Économie et Statistique","0336-1454",1,NA,NA,NA,NA
"821","Level IV",20,"Economie et Statistique/Economics and Statistics","0336-1454",1,NA,NA,NA,NA
"822","Level V",8.86046593046594,"Revue d'Etudes Comparatives Est–Ouest","0338-0599",1,NA,0.176666666666667,0.0403333333333333,0.139666666666667
"823","Level IV",20,"Revue Française de Gestion","0338-4551",1,NA,NA,NA,NA
"824","Level III",40,"International Archives of Occupational and Environmental Health","0340-0131",NA,2,2.36666666666667,0.651333333333333,2.036
"825","Level II",60,"Psychological Research","0340-0727",NA,3,2.72966666666667,1,2.53433333333333
"826","Level IV",20,"Mitteilungen aus der Arbeitsmarkt- und Berufsforschung","0340-3254",1,NA,NA,NA,NA
"827","Level IV",20,"Vierteljahrschrift für Sozial- und Wirtschaftsgeschichte","0340-8728",1,NA,NA,NA,NA
"828","Level IV",28.1089826043157,"Empirica","0340-8744",1,1,0.867666666666667,0.222333333333333,0.810666666666667
"829","Level IV",20,"Schmalenbachs Zeitschrift fur betriebswirtschaftliche Forschung","0341-2687",1,NA,NA,NA,NA
"830","No Level",NA,"Bankhistorisches Archiv","0341-6208",NA,1,NA,NA,NA
"831","Level IV",20,"Zeitschrift für Wirtschafts- und Sozialwissenschaften","0342-1783",1,NA,NA,NA,NA
"832","Level IV",20,"Zeitschrift für Unternehmensgeschichte","0342-2852",1,1,NA,NA,NA
"833","Level IV",20,"WSI-Mitteilungen","0342-300X",1,NA,NA,NA,NA
"834","Level II",60,"International Journal of Rehabilitation Research","0342-5282",NA,3,1.555,0.401666666666667,1.389
"835","Level IV",20,"Betriebswirtschaft/Business Administration Review","0342-7064",1,NA,NA,NA,NA
"836","Level IV",20,"Journal für Betriebswirtschaft","0344-9327",1,NA,NA,NA,NA
"837","Level IV",20,"Zeitschrift fur offentliche und gemeinwirtschaftliche Unternehmen","0344-9777",1,NA,NA,NA,NA
"838","Level IV",20,"Nordic Journal of Political Economy","0345-8555",1,NA,NA,NA,NA
"839","Level IV",27.7284953672618,"Scandinavian Actuarial Journal","0346-1238",NA,1,1.655,0.812333333333333,1.59266666666667
"840","Level II",68.4785331833018,"Swedish Journal of Economics","0347-0520",1,3,1.71633333333333,1.431,1.22066666666667
"841","Level II",68.4785331833018,"Scandinavian Journal of Economics","0347-0520",1,3,1.71633333333333,1.431,1.22066666666667
"842","Level IV",20,"Ekonomika","0350-137X",1,NA,NA,NA,NA
"843","Level IV",20,"Economic Analysis and Workers' Management","0351-286X",1,NA,NA,NA,NA
"844","Level IV",20,"Economics of Agriculture","0352-3462",1,NA,NA,NA,NA
"845","Level IV",20,"Gospodarstvo Istre","0353-2860",1,NA,NA,NA,NA
"846","Level IV",20,"Ekonomski Vjesnik","0353-359X",1,NA,NA,NA,NA
"847","Level IV",20,"Zbornik Radova Ekonomskog Fakulteta Rijeka","0353-3689",1,NA,NA,NA,NA
"848","Level IV",20,"Acta Turistica","0353-4316",1,NA,NA,NA,NA
"849","Level IV",20,"Ekonomika preduze&cacute;a","0353-443X",1,NA,NA,NA,NA
"850","Level IV",20,"Market-Trzište","0353-4790",1,NA,NA,NA,NA
"851","Level IV",20,"Facta Universitatis, Series: Economics and Organization","0354-4699",1,NA,NA,NA,NA
"852","Level II",60,"Scandinavian Journal of Work Environment and Health","0355-3140",NA,3,4.01533333333333,1.288,3.46733333333333
"853","Level IV",20,"Scandinavian Economic History Review","0358-5522",1,1,NA,NA,NA
"854","Level III",40,"Sex Roles","0360-0025",NA,2,2.87833333333333,0.950333333333333,2.23533333333333
"855","Level I-B",120,"Annual Review of Sociology","0360-0572",NA,5,9.96766666666667,5.32666666666667,6.02933333333333
"856","Level IV",20,"ACES Bulletin","0360-5930",1,NA,NA,NA,NA
"857","Level III",40,"Computers and Industrial Engineering","0360-8352",NA,2,3.77933333333333,0.730666666666667,3.616
"858","Level I-B",120,"Accounting, Organizations and Society","0361-3682",NA,5,4.59033333333333,1.12133333333333,3.06066666666667
"859","Level IV",20,"Journal of Energy and Development","0361-4476",1,NA,NA,NA,NA
"860","Level III",40,"Health Care Management Review","0361-6274",NA,2,2.60333333333333,0.763,2.59333333333333
"861","Level IV",20,"Journal of Economics (MVEA)","0361-6576",1,NA,NA,NA,NA
"862","Level II",60,"Psychology of Women Quarterly","0361-6843",NA,3,3.916,1.42133333333333,2.89366666666667
"863","Level III",57.9509220237121,"Journal of Health Politics, Policy and Law","0361-6878",1,NA,1.71866666666667,0.887,1.68
"864","Level IV",20,"Bell Journal of Economics","0361-915X",1,NA,NA,NA,NA
"865","Level IV",20,"Review of Business and Economic Research","0362-7985",1,NA,NA,NA,NA
"866","Level IV",20,"Mississippi Valley Journal of Business and Economics","0362-7985",1,NA,NA,NA,NA
"867","Level IV",20,"Federal Reserve Bank of San Francisco Economic Review","0363-0021",1,NA,NA,NA,NA
"868","Level I-B",120,"Academy of Management Review","0363-7425",NA,5,13.2813333333333,6.17633333333333,9.284
"869","Level III",40,"Environmental Management","0364-152X",NA,2,2.65066666666667,0.639666666666667,2.37133333333333
"870","Level II",60,"Mathematics of Operations Research","0364-765X",NA,3,1.64966666666667,1.651,1.48466666666667
"871","Level IV",20,"Delaware Journal of Corporate Law","0364-9490",1,NA,NA,NA,NA
"872","Level IV",20,"Kybernetes","0368-492X",NA,1,1.16666666666667,0.15,1.37166666666667
"873","Level IV",20,"Revue d'Economie Politique","0373-2630",1,NA,NA,NA,NA
"874","Level IV",20,"Arquivo do Instituto Gulbenkian de Ciência","0374-0218",1,NA,NA,NA,NA
"875","Level IV",29.250175618124,"Development Southern Africa","0376-835X",1,NA,0.925,0.233666666666667,0.635
"876","Level I-B",120,"European Journal of Operational Research","0377-2217",1,5,4.324,1.15133333333333,3.81566666666667
"877","Level IV",20,"Punjab University Economist","0377-3191",1,NA,NA,NA,NA
"878","Level III",40,"Empirical Economics","0377-7332",1,2,1.20366666666667,0.43,1.10366666666667
"879","Level III",40,"Journal of Statistical Planning and Inference","0378-3758",NA,2,0.967,0.812,0.749666666666667
"880","Level II",76.8892928169568,"Journal of Banking and Finance","0378-4266",1,3,3.25066666666667,1.052,2.135
"881","Level III",40,"Physica A: Statistical Mechanics and Its Applications","0378-4371",NA,2,2.38833333333333,0.446,2.51866666666667
"882","Level III",42.1909527690066,"World Economy","0378-5920",1,2,1.371,0.449,1.09233333333333
"883","Level II",60,"Information and Management","0378-7206",NA,3,5.61733333333333,0.968666666666667,4.38833333333333
"884","Level III",44.7746129108613,"Social networks","0378-8733",NA,2,3.531,1.497,2.61833333333333
"885","No Level",NA,"South African Journal of Business Management","0378-9098",NA,1,NA,NA,NA
"886","Level IV",20,"Journal for Studies in Economics and Econometrics","0379-6205",1,NA,NA,NA,NA
"887","Level IV",20,"Scientific Annals of the ""Alexandru Ioan Cuza"" University of Iasi","0379-7864",1,NA,NA,NA,NA
"888","No Level",NA,"South African Journal of Labour Relations","0379-8410",NA,1,NA,NA,NA
"889","Level IV",20,"Kokumin-Keizai Zasshi","0387-3129",1,NA,NA,NA,NA
"890","Level IV",20,"Rassegna Economica","0390-010X",1,NA,NA,NA,NA
"891","Level IV",20,"Nuovo Diritto Agrario","0390-0738",1,NA,NA,NA,NA
"892","Level IV",20,"Economia Pubblica","0390-6140",1,NA,NA,NA,NA
"893","Level IV",20,"Economia e Politica Industriale","0391-2078",1,1,NA,NA,NA
"894","Level IV",20,"Journal of Industrial and Business Economics/Economia e Politica Industriale","0391-2078",1,1,NA,NA,NA
"895","Level IV",20,"Economic Notes","0391-5026",1,1,NA,NA,NA
"896","Level IV",20,"Journal of European Economic History","0391-5115",1,1,NA,NA,NA
"897","Level V",18.5399303029267,"International Journal of Transport Economics","0391-8440",1,NA,0.570333333333333,0.103,0.559666666666667
"898","Level IV",20,"Sociologia del Lavoro","0392-5048",1,NA,NA,NA,NA
"899","Level IV",20,"Energia","0392-7911",1,NA,NA,NA,NA
"900","Level IV",20,"Stato e Mercato","0392-9701",1,NA,NA,NA,NA
"901","Level IV",20,"Rivista di Storia Economica, N.S.","0393-3415",1,NA,NA,NA,NA
"902","Level IV",20,"Savings and Development","0393-4551",1,NA,NA,NA,NA
"903","Level IV",20,"RAIRO - Operations Research / Recherche Operationnelle","0399-0559",NA,1,0.693,0.170333333333333,0.714
"904","Level IV",20,"Economia Industrial","0422-2784",1,NA,NA,NA,NA
"905","Level IV",20,"Economic Affairs","0424-2513",1,NA,NA,NA,NA
"906","Level V",19.3268950985479,"Economic Computation and Economic Cybernetics Studies and Research","0424-267X",1,NA,0.677333333333333,0.0976666666666667,0.793333333333333
"907","Level V",19.3268950985479,"Studii si Cercetari Economice","0424-267X",1,NA,0.677333333333333,0.0976666666666667,0.793333333333333
"908","Level IV",20,"Ekonomski Pregled","0424-7558",1,NA,NA,NA,NA
"909","Level IV",20,"Estudios económicos (Universidad Nacional del Sur)","0425-368X",1,NA,NA,NA,NA
"910","Level IV",20,"Estudios Empresariales","0425-3698",1,NA,NA,NA,NA
"911","Level IV",20,"Family Economics Review","0425-676X",1,NA,NA,NA,NA
"912","Level IV",20,"Jahrbuch der Wirtschaft Osteuropas","0449-5225",1,NA,NA,NA,NA
"913","Level IV",20,"Keizai Bunseki","0453-4727",1,NA,NA,NA,NA
"914","Level IV",20,"Annals of the Society for the History of Economic Thought","0453-4786",1,NA,NA,NA,NA
"915","Level IV",20,"Kobe University Economic Review","0454-1111",1,NA,NA,NA,NA
"916","Level IV",20,"Osaka Economic Papers","0473-4548",1,NA,NA,NA,NA
"917","Level IV",26.7435478689182,"Review of Radical Political Economics","0486-6134",1,1,0.747,0.224,0.584666666666667
"918","Level III",40,"ASTIN Bulletin: Journal of International Actuarial Association","0515-0361",NA,2,1.36733333333333,0.711,1.053
"919","Level IV",20,"Journal of the Chinese Statistical Association","0529-6528",1,NA,NA,NA,NA
"920","Level IV",20,"Naše Gospodarstvo/Our Economy","0547-3101",1,NA,NA,NA,NA
"921","Level IV",20,"Economic Studies Quarterly","0557-109X",1,NA,NA,NA,NA
"922","Level IV",20,"American Economist","0569-4345",1,NA,NA,NA,NA
"923","Level III",40.7988361821065,"Annals of Regional Science","0570-1864",1,2,1.46033333333333,0.383,1.387
"924","Level IV",20,"Acta Oeconomica Pragensia","0572-3043",1,NA,NA,NA,NA
"925","Level IV",20,"Challenge","0577-5132",1,NA,NA,NA,NA
"926","Level IV",20,"Jingji Yanjiu/Economic Research Journal","0577-9154",1,NA,NA,NA,NA
"927","Level IV",20,"Czechoslovak Economic Papers","0590-5001",1,NA,NA,NA,NA
"928","Level IV",20,"Canadian Journal of Regional Science","0705-4580",1,NA,NA,NA,NA
"929","Level IV",20,"Canadian Business Economics","0705-8330",1,NA,NA,NA,NA
"930","Level IV",23.1683192995078,"Canadian Psychology-Psychologie Canadienne","0708-5591",NA,1,1.796,0.448,1.79733333333333
