Level,Points,Journal,ISSN,Econ,ABS,I,A,T,B.Points,,,
Level IV,20.000,Financial Practice and Education,1082-0698,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Financial Review,0732-8516,1,3,NA,NA,NA,NA,,,
Level IV,20.000,Financial Services Review,1057-0810,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Financial Studies,2066-6071,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Financial Theory and Practice,1846-887X,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Financijska Teorija i Praksa/Financial Theory and Practice,1332-3970,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Finans Politik ve Ekonomik Yorumlar,1307-7112,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Finnish Economic Papers,0784-5197,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Focus on European Economic Integration,2310-5259,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Folia Oeconomica Stetinensia,1730-4237,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Food Research Institute Studies,0193-9025,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Foreign Trade Review,0015-7325,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Foresight,1463-6689,1,1,NA,NA,NA,NA,,,
Level IV,20.000,Forman Journal of Economic Studies,1990-391X,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Formation Emploi: Revue Française de Sciences Sociales,0759-6340,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Forum for Development Studies,0803-9410,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Forum for Health Economics and Policy,2194-6191,1,1,NA,NA,NA,NA,,,
Level IV,20.000,Frontiers in Finance and Economics,1814-2044,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Frontiers of Business Research in China,1673-7326,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Frontiers of Economics in China,1673-3444,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Frontiers of Macroeconomics,1534-6021,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Frontiers of Theoretical Economics,1534-5955,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Fuzzy Economic Review,1136-0593,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Gadjah Mada International Journal of Business,1411-1128,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Games,2073-4336,1,1,NA,NA,NA,NA,,,
Level IV,20.000,Geneva Papers on Risk and Insurance Theory,0926-4957,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Gestão and Regionalidade,1808-5792,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Ghana Policy Journal,0855-3238,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Giornale degli Economisti e Annali di Economia,0017-0097,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Global and Local Economic Review,1722-4241,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Global Business and Economics Review,1097-4954,1,1,NA,NA,NA,NA,,,
Level IV,20.000,Global Economy Journal,2194-5659,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Global Economy Quarterly,1524-5861,1,1,NA,NA,NA,NA,,,
Level IV,20.000,Global Finance Journal,1044-0283,1,2,NA,NA,NA,NA,,,
Level IV,20.000,Global Journal of Business Research,1931-0277,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Global Journal of Emerging Market Economies,0974-9101,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Global Journal of Finance and Economics,0972-9496,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Global Social Policy,1468-0181,1,0,NA,NA,NA,NA,,,
Level IV,20.000,"Globalizacion, Competitividad y Gobernabilidad/Globalization, Competitiveness and Governability",1988-7116,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Gospodarstvo Istre,0353-2860,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Greek Economic Review,1010-9994,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Hacettepe Üniversitesi Iktisadi ve Idari Bilimler Fakültesi Dergisi/Hacettepe University Journal of Economics and Administrative Sciences,1301-8752,1,0,NA,NA,NA,NA,,,
Level IV,20.000,HEPAC: Health Economics in Prevention and Care,1439-3972,1,0,NA,NA,NA,NA,,,
Level IV,20.000,História e Economia--Revista Interdisciplinar,1808-5318,1,0,NA,NA,NA,NA,,,
Level IV,20.000,História Econômica e História de Empresas,1519-3314,1,0,NA,NA,NA,NA,,,
Level IV,20.000,History of Economic Ideas,1122-8792,1,0,NA,NA,NA,NA,,,
Level IV,20.000,History of Economic Thought,1880-3164,1,0,NA,NA,NA,NA,,,
Level IV,20.000,History of Economic Thought and Policy,2240-9971,1,0,NA,NA,NA,NA,,,
Level IV,20.000,History of Economics Review,1037-0196,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Hitotsubashi Journal of Commerce and Management,0018-2796,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Homo Oeconomicus,0943-0180,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Hong Kong Economic Papers,1025-8884,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Housing Finance Review,0276-4415,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Humanomics,0828-8666,1,0,NA,NA,NA,NA,,,
Level IV,20.000,IB Información Básica en Estadística,2256-1552,1,0,NA,NA,NA,NA,,,
Level IV,20.000,IB Revija,1318-2803,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Iberian Journal of the History of Economic Thought,2386-5768,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Iberoamerican Journal of Development Studies,2254-2035,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Iberoamerican Journal of Strategic Management,2176-0756,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Ifo Studien,0018-9731,1,0,NA,NA,NA,NA,,,
Level IV,20.000,IIUM Journal of Economics and Management,1394-7680,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Iktisat Ísletme ve Fínans,1300-610X,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Il Pensiero Economico Italiano,1122-8784,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Illinois Agricultural Economics,2325-596X,1,0,NA,NA,NA,NA,,,
Level IV,20.000,IMF Staff Papers,1020-7635,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Imprese e Storia,1590-6264,1,0,NA,NA,NA,NA,,,
Level IV,20.000,India Macroeconomics Annual,0973-290X,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Indian Development Review,0972-9437,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Indian Economic Journal,0019-4662,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Indian Economic Review,0019-4670,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Indian Growth and Development Review,1753-8254,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Indian Journal of Agricultural Economics,0019-5014,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Indian Journal of Applied Economics,0971-8281,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Indian Journal of Economics and Business,0972-5784,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Indian Journal of Economics and Development,2277-5412,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Indian Journal of Finance,0973-8711,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Indian Journal of Labour Economics,0971-7927,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Indian Journal of Quantitative Economics,0970-1532,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Indian Journal of Social and Economic Policy,XXXX-XXXX,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Indian Journal of Social Development,0972-3692,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Indiana Business Review,0019-6541,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Industrial Organization Review,0194-2875,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Industrielle Beziehungen,0943-2779,1,2,NA,NA,NA,NA,,,
Level IV,20.000,Industry and Development,0197-7253,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Info,1463-6697,1,1,NA,NA,NA,NA,,,
Level IV,20.000,Informacion Comercial Española Revista de Economia,0019-977X,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Innovation and Development,2157-930X,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Innovations,1267-4982,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Integration,0720-5120,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Integration and Trade,1027-5703,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Intellectual Economics,1822-8011,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Interdisciplinary Description of Complex Systems,1334-4684,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Interdisciplinary Journal of Economics and Business Law,2047-8747,1,1,NA,NA,NA,NA,,,
Level IV,20.000,Intereconomics/Review of European Economic Policy,0020-5346,1,1,NA,NA,NA,NA,,,
Level IV,20.000,Intermountain Economic Review,0195-8550,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Advances in Economic Research,1083-0898,1,1,NA,NA,NA,NA,,,
Level IV,20.000,International Business and Global Economy,2300-6102,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Contributions to Labour Studies,1052-9187,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Econometric Review,1308-8793,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Economic Journal,1016-8737,1,1,NA,NA,NA,NA,,,
Level IV,20.000,International Economics,2110-7017,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Economics and Economic Policy,1612-4804,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Economics and Finance Journal,0973-5259,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Economics Studies,2008-9643,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Economy,0898-4336,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Game Theory Review,0219-1989,1,1,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Accounting and Finance,1752-8224,1,0,NA,NA,NA,NA,,,
Level IV,20.000,"International Journal of Agricultural Resources, Governance and Ecology",1462-4605,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Applied Business and Economic Research,0972-7302,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Applied Econometrics and Quantitative Studies,1698-4153,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Applied Economics,1548-0003,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Applied Economics and Econometrics,0971-8281,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Asian Studies,1479-5914,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Banking and Finance,1675-7227,1,0,NA,NA,NA,NA,,,
Level IV,20.000,"International Journal of Banking, Accounting and Finance",1755-3830,1,2,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Behavioural Accounting and Finance,1753-1969,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Bonds and Derivatives,2050-2281,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Business,1083-4346,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Business and Economic Sciences Applied Research,2408-0098,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Business and Economics,1607-0704,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Business and Emerging Markets,1753-6219,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Business and Finance Research,1931-0269,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Business Economics and Management Research,2229-4848,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Business Governance and Ethics,1477-9048,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Business Research,1555-1296,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of China Studies,2180-3250,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Commerce and Business Management,0974-2646,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Computational Economics and Econometrics,1757-1170,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Corporate Governance,1754-3037,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Critical Accounting,1757-9848,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Development and Conflict,2010-2704,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Development Issues,1446-8956,1,2,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Diplomacy and Economy,2049-0887,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Ecological Economics and Statistics,0973-1385,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Economic Issues,0974-603X,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Economic Policy in Emerging Economies,1752-0452,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Economic Research,0972-9380,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Economic Sciences,1804-9796,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Economic Sciences and Applied Research,1791-5120,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Economics,0973-6719,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Economics and Accounting,2041-868X,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Economics and Business Modeling,0976-531X,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Economics and Business Research,1756-9850,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Economics and Finance Studies,1309-8055,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Economics and Financial Issues,2146-4138,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Economics and Research,2229-6158,1,0,NA,NA,NA,NA,,,
Level IV,20.000,"International Journal of Economics, Management and Accounting",1394-7680,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Education Economics and Development,1759-5673,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Electronic Finance,1746-0069,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Energy Economics and Policy,2146-4553,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Engineering Management and Economics,1756-5154,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Enterprise Information Systems,1548-1115,1,1,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Environment and Development,0973-3574,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Environment and Sustainable Development,1474-6778,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Ethics and Systems,2514-9369,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Financial Engineering and Risk Management,2049-0909,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Financial Markets and Derivatives,1756-7130,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Financial Services Management,1460-6712,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Financial Studies,2227-7072,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Food and Agricultural Economics,2147-8988,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Green Economics,1744-9928,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Happiness and Development,2049-2790,1,1,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Health Care Finance and Economics,1389-6563,1,2,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Housing Markets and Analysis,1753-8270,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Housing Policy,1949-1247,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Innovation and Regional Development,1753-0660,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Innovation and Sustainable Development,1740-8822,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Intellectual Property Management,1478-9647,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Islamic and Middle Eastern Finance and Management,1753-8394,1,1,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Islamic Business,0127-662X,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Islamic Economics and Finance Studies,2149-8393,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Management and Economics,2299-9701,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Management and Network Economics,1754-2316,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Managerial and Financial Accounting,1753-6715,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Managerial Finance,1743-9132,1,2,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Maritime Economics,1388-1973,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Microsimulation,1747-5864,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Monetary Economics and Finance,1752-0479,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Pluralism and Economics Education,1757-5648,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Political Economy,0891-1916,1,1,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Portfolio Analysis and Management,2048-2361,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Public Policy,1740-0600,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Research in Finance and Marketing,2231-5985,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Revenue Management,1474-7332,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Social Economics,0306-8293,1,1,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Statistics and Economics,0975-556X,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Strategic Decision Sciences,1947-8569,1,1,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Strategic Management,1555-2411,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Sustainable Development,0960-1406,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Sustainable Economy,1756-5804,1,0,NA,NA,NA,NA,,,
Level IV,20.000,"International Journal of Technological Learning, Innovation and Development",1753-1942,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Technology and Globalisation,1476-5667,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of the Economics of Business,1357-1516,1,2,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Theoretical and Applied Finance,0219-0249,1,2,NA,NA,NA,NA,,,
Level IV,20.000,International Journal of Trade and Global Markets,1742-7541,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Journal Vallis Aurea,2412-5210,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Law: Revista Colombiana de Derecho Internacional,1692-8156,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Monetary Fund Staff Papers,0020-7635,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Policy Review,1088-7326,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Productivity Monitor,1492-9759,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Research Journal of Applied Finance,2229-6891,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Research Journal of Finance and Economics,1450-2887,1,0,NA,NA,NA,NA,,,
Level IV,20.000,"International Review of Accounting, Banking and Finance",1946-6404,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Review of Applied Economics,0269-2171,1,1,NA,NA,NA,NA,,,
Level IV,20.000,International Review of Economics,1865-1704,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Review of Economics Education,1477-3880,1,0,NA,NA,0.677,NA,,,
Level IV,20.000,International Review of Environmental and Resource Economics,1932-1465,1,2,NA,NA,NA,NA,,,
Level IV,20.000,International Social Science Journal,0020-8701,1,0,NA,NA,NA,NA,,,
Level IV,20.000,International Trade Journal,0885-3908,1,1,NA,NA,NA,NA,,,
Level IV,20.000,Internext: Revista Electrônica de Negócios Internacionais/Internext:Review of International Business,1980-4865,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Intervention: European Journal of Economics and Economic Policies,1613-0960,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Intervention: Journal of Economics/Intervention: Zeitschrift für Ökonomie,1613-0960,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Investigaciones de Historia Económica,1698-6989,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Investigaciones Economicas,0210-1521,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Investigaciones Europeas de Dirección y Economía de la Empresa,1135-2523,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Investigaciones Regionales,1695-7253,1,0,NA,NA,NA,NA,,,
Level IV,20.000,IPPR Progressive Review,2573-2323,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Iranian Economic Review,1026-6542,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Iranian Journal of Trade Studies,1735-0794,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Irish Banking Review,0021-1060,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Irish Economic and Social History,0332-4893,1,1,NA,NA,NA,NA,,,
Level IV,20.000,Irish Journal of Agricultural Economics and Rural Sociology,0021-1249,1,0,NA,NA,NA,NA,,,
Level IV,20.000,ISE Review,1301-1642,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Islamic Banking and Finance Review,2221-5239,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Islamic Economic Studies,1319-1616,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Isletme ve Ekonomi Arastirmalari Dergisi/Business and Economics Research Journal,1309-2448,1,0,NA,NA,NA,NA,,,
Level IV,20.000,ISRA International Journal of Islamic Finance,0128-1976,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Israel Economic Review,0792-0385,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Italian Economic Journal,2199-322X,1,0,NA,NA,NA,NA,,,
Level IV,20.000,IZA Journal of Development and Migration,2520-1786,1,0,NA,NA,NA,NA,,,
Level IV,20.000,IZA Journal of European Labor Studies,2193-9012,1,1,NA,NA,NA,NA,,,
Level IV,20.000,IZA Journal of Labor and Development,2193-9020,1,1,NA,NA,NA,NA,,,
Level IV,20.000,IZA Journal of Labor Economics,2193-8997,1,2,NA,NA,NA,NA,,,
Level IV,20.000,IZA Journal of Labor Policy,2193-9004,1,1,NA,NA,NA,NA,,,
Level IV,20.000,IZA Journal of Migration,2193-9039,1,2,NA,NA,NA,NA,,,
Level IV,20.000,IZA World of Labor,2054-9571,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Izmir Journal of Economics,1302-504X,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Jahrbuch der Wirtschaft Osteuropas,0449-5225,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Jahrbuch für Regionalwissenschaft/Review of Regional Research,0173-7600,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Jahrbuch für Wirtschaftsgeschichte/Economic History Yearbook,0075-2800,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Jahrbuch für Wirtschaftswissenschaften/Review of Economics,0948-5139,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Japan Labor Review,1348-9364,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Japanese Accounting Review,2185-4785,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Japanese Economic Studies,0021-4841,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Japanese Economy,1097-203X,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Japanese Political Economy,2329-194X,1,1,NA,NA,NA,NA,,,
Level IV,20.000,Jingji Yanjiu/Economic Research Journal,0577-9154,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Journal des Économistes et des Études Humaines,2153-1552,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Journal for East European Management Studies,0949-6181,1,1,0.858,0.070,0.681,18.687,,,
Level IV,20.000,Journal for Labour Market Research,2510-5019,1,0,NA,NA,NA,NA,,,
Level IV,20.000,Journal for Studies in Economics and Econometrics,0379-6205,1,0,NA,NA,NA,NA,,,
