"Reviewÿof Agricultural, Food and Environmental Studies",2017-2019
"Reviewÿof Agricultural, Food and Environmental Studies",2016-2020
Reviewÿof Applied Economics,2005-2014
Reviewÿof Applied Socio-Economic Research,2011-2020 (FULL)
Reviewÿof Asset Pricing Studies,2011-2020 (FULL)
TheÿReviewÿof Asset Pricing Studies,2017-2017
TheÿReviewÿof Austrian Economics,1992-2020
Reviewÿof Behavioral Economics,2014-2020 (FULL)
Reviewÿof Behavioral Finance,2009-2020
TheÿReviewÿof Black Political Economy,1970-2017 (FULL)
Reviewÿof Business and Economic Literature,2009-2013
Reviewÿof Business and Economic Literature,2001-2010
Reviewÿof Business and Economics Studies,2013-2017
Reviewÿof Business and Economics Studies Review of Business and Economics Studies,2015-2020
Reviewÿof Business and Finance Studies,2010-2020
Reviewÿof Capital as Power,2012-2020 (FULL)
Reviewÿof Computer Engineering Research,2014-2020 (FULL)
Reviewÿof Corporate Finance Studies,2012-2020 (FULL)
Reviewÿof Derivatives Research,1999-2020
Reviewÿof Development Economics,1997-2020 (FULL)
Reviewÿof Development Finance Journal,2018-2019
Reviewÿof Economic and Business Studies,2008-2019 (FULL)
Reviewÿof Economic Analysis,2009-2018 (FULL)
Reviewÿof Economic Design,1994-2020
Reviewÿof Economic Dynamics,1998-2020 (FULL)
Reviewÿof Economic Perspectives,2009-2020
Reviewÿof Economics,2007-2020
Reviewÿof Economics & Finance,2011-2019 (FULL)
Reviewÿof Economics and Institutions,2010-2019 (FULL)
TheÿReviewÿof Economics and Statistics,1969-2020
Reviewÿof Economics of the Household,2003-2020
Reviewÿof Economic Studies,1933-2020
Reviewÿof Energy Technologies and Policy Research,2014-2019 (FULL)
Reviewÿof Environmental Economics and Policy,2007-2019
"Reviewÿof Environment, Energy and Economics - Re3",2011-2016
Reviewÿof European Studies,2019-2020
Reviewÿof Finance,2003-2005
Reviewÿof Finance,1997-2020
TheÿReviewÿof Finance and Banking,2009-2020 (FULL)
Reviewÿof Financial Economics,1994-2017
Reviewÿof Financial Studies,1988-2020 (FULL)
Reviewÿof General Management,2009-2013
Reviewÿof Income and Wealth,1951-2020
Reviewÿof Industrial Engineering Letters,2014-2019 (FULL)
Reviewÿof Industrial Organization,1998-2020
Reviewÿof Information Engineering and Applications,2014-2020 (FULL)
Reviewÿof International Economics,1992-2020 (FULL)
TheÿReviewÿof International Organizations,2006-2020 (FULL)
Reviewÿof International Political Economy,2012-2020
Reviewÿof Keynesian Economics,2012-2020 (FULL)
Reviewÿof Knowledge Economy,2014-2020 (FULL)
Reviewÿof Law & Economics,2005-2020 (FULL)
Reviewÿof Managerial Science,2007-2020 (FULL)
Reviewÿof Marketing and Agricultural Economics,1945-1996
Reviewÿof Marketing Science,2003-2020 (FULL)
Reviewÿof Market Integration,2009-2019
Reviewÿof Middle East Economics and Finance,2003-2020 (FULL)
Reviewÿof Network Economics,2002-2020 (FULL)
Reviewÿof Pacific Basin Financial Markets and Policies RPBFMP),1998-2020
Reviewÿof Policy Research,1981-2020 (FULL)
Reviewÿof Political Economy,1997-2020
Reviewÿof Radical Political Economics,1969-2020
TheÿReviewÿof Regional Studies,1988-2018
Reviewÿof Quantitative Finance and Accounting,1995-2020
Reviewÿof Social and Economic Issues,2014-2017 (FULL)
Reviewÿof Social Economy,1997-2020
Reviewÿof Social Sciences,2016-2020 (FULL)
TheÿReviewÿof Socionetwork Strategies,2016-2020
Reviewÿof Urban & Regional Development Studies,1989-2019
Reviewÿof World Economics Weltwirtschaftliches Archiv),1970-2020
Reviewÿon Economic Cycles,2000-2003 (FULL)
RevistaÿActualidad Econ¢mica,2013-2019
RevistaÿAd-Minister,2007-2015
REVISTAÿADMINISTRATIE SI MANAGEMENT PUBLIC,2011-2017
RevistaÿAglala,1970-2016
RevistaÿApuntes del Cenes,2001-2019
RevistaÿBrasileira de Economia - RBE,1947-2020
RevistaÿBrasileira de Estudos Regionais e Urbanos,2017-2019
RevistaÿCaribe¤a de Ciencias Sociales,2012-2019
RevistaÿCEPAL,1976-2020
RevistaÿCiencias Estrat‚gicas,2010-2014
RevistaÿCIFE,2007-2017
RevistaÿClio Am‚rica,2007-2018
RevistaÿComunicaciones en Estad¡stica,2009-2010
RevistaÿCriterio Libre,2009-2013
Revistaÿcr¡tica de Derecho Can¢nico Pluriconfesional,2014-2016
RevistaÿCr¡tica de Historia de las Relaciones Laborales y de la Pol¡tica Social,2010-2019
RevistaÿCuadernos de Econom¡a,1979-2020
RevistaÿCubana de Finanzas y Precios,2017-2018 (FULL)
"Revistaÿde Administraci¢n, Finanzas y Econom¡a Journal of Management, Finance and Economics)",2007-2014 (FULL)
Revistaÿde An lisis del BCB,1998-2019 (FULL)
Revistaÿde Analisis Economico ? Economic Analysis Review,1994-2020
Revistaÿde Asistenta si Mediere Sociala - Journal of Social Work and Social Mediation,2010-2010
Revistaÿde cercetare si interventie sociala,2010-2012
Revistaÿde Ciencias Econ¢micas,2007-2019
Revistaÿde Contabilidad - Spanish Accounting Review,2012-2018
Revistaÿde Direcci¢n y Administraci¢n de Empresas,1994-2018
Revistaÿde Economia Aplicada,2007-2013
Revistaÿde Econom¡a Cr¡tica,2003-2020 (FULL)
Revistaÿde Econom¡a del Caribe,2008-2019
Revistaÿde Econom¡a del Rosario,1998-2020
Revistaÿde Economia e Agroneg¢cio Brazilian Review of Economics and Agribusiness,2003-2017
Revistaÿde Econom¡a Institucional,1999-2019 (FULL)
Revistaÿde Econom¡a Laboral - Spanish Journal of Labour Economics,2004-2019 (FULL)
Revistaÿde Econom¡a y Administraci¢n,2004-2020
Revistaÿde Econom¡a y Estad¡stica,2004-2016
Revistaÿde Economie Industriala Journal of Industrial Eonomics),2003-2012
Revistaÿde Economie Mondiala The Journal of Global Economics,2009-2020 (FULL)
Revistaÿde Estabilidad Financiera,2018-2019
Revistaÿde Estudios Regionales,1978-2020 (FULL)
Revistaÿde Gesti¢n Empresarial y Sustentabilidad,2015-2019 (FULL)
Revistaÿde Historia Econ??mica Journal of Iberian and Latin American Economic History,1983-2020 (FULL)
Revistaÿde Investigaci??n en ciencias contables y Administrativas,2015-2018 (FULL)
Revistaÿde Investigaci¢n Latinoamericana en Competitividad Organizacional RILCO,2019-2020
Revistaÿde la Facultad de Contadur¡a y Ciencias Administrativas,2016-2019 (FULL)
Revistaÿde la Maestr¡a de Derecho Econ¢mico,2010-2010
REVISTAÿDE MANAGEMENT COMPARAT INTERNATIONAL REVIEW OF INTERNATIONAL COMPARATIVE MANAGEMENT,2009-2018
Revistaÿde M‚todos Cuantitativos para la Econom¡a y la Empresa Journal of Quantitative Methods for Economics and Business Administration,2006-2020 (FULL)
RevistaÿDesarrollo y Sociedad,1979-2020
Revistaÿde turism - studii si cercetari in turism Journal of tourism - studies and research in tourism,2008-2018
RevistaÿDigital Mundo Asia Pac¡fico,2012-2016 (FULL)
RevistaÿEconom¡a,1977-2019
ArchivosÿRevistaÿEconom¡a y Pol¡tica.,2014-2019
RevistaÿEconomia e Sociedade,1999-2012
RevistaÿEconom¡a y Administraci¢n,2007-2007
RevistaÿEconom¡a y Regi¢n,2008-2019
RevistaÿEconomica,2008-2020
RevistaÿElectr¢nica: Entrevista Acad‚mica REEA,2017-2020
RevistaÿEquidad y Desarrollo,2003-2018
RevistaÿEspanola de Estudios Agrosociales y Pesqueros,2000-2017
RevistaÿEstudios Econ¢micos,1997-2019 (FULL)
Revistaÿeuropea de derecho de la navegaci¢n mar¡tima y aeron utica,2011-2019
RevistaÿEuropeana de Economie Sociala,2012-2012
RevistaÿEuropea de Historia de las Ideas Pol¡ticas y de las Instituciones P£blicas,2011-2019
RevistaÿFacultad de Ciencias Econ¢micas,2007-2019
RevistaÿFinanzas y Politica Economica,2009-2020
RevistaÿGalega de Econom¡a,2008-2018
RevistaÿGlobal de Negocios,2010-2020
RevistaÿIberoamericana de Bioeconom¡a y Cambio Clim…tico,2015-2015 (FULL)
RevistaÿIberoamericana de Econom¡a Ecol¢gica,2004-2014 (FULL)
RevistaÿINIA,2005-2016
RevistaÿIntegraci??n y Comercio Integration and Trade Journal),2012-2013
RevistaÿInternacional Administracion & Finanzas,2008-2020
RevistaÿInternacional de Gesti¢n del Conocimiento y la Tecnolog¡a GECONTEC),2013-2018 (FULL)
RevistaÿJornadas de Investigaci¢n,2010-2014
"Oikos Polis ,ÿRevistaÿLatinoamericana de Ciencias Econ¢micas y Sociales RLCES)",2016-2020 (FULL)
RevistaÿLatinoamericana de Desarrollo Economico,2003-2020
RevistaÿLebret,2010-2017
RevistaÿLecturas de Econom¡a,2001-2019
RevistaÿMexicana de Agronegocios,2008-2020
RevistaÿMoneda,2005-2020
RevistaÿNicolaita de Estudios Econ¢micos,2006-2017 (FULL)
RevistaÿObservatorio Calasanz,2009-2012
RevistaÿOEconomica,2005-2020
Revistaÿp?durilor,2012-2012
RevistaÿRomana de Jurnalism si Comunicare - Romanian Journal of Journalism and Communication,2010-2019 (FULL)
RevistaÿRomana de Sociologie,2009-2013 (FULL)
Revistaÿromaneasca pentru educatie multidimensionala - Journal for Multidimensional Education,2009-2018
"RevistaÿSaber, Ciencia y Libertad",2010-2018
RevistaÿSemestre Econ¢mico,2004-2015
RevistaÿSociedad y Econom¡a - CIDSE,2008-2020
RevistaÿTinerilor Economisti The Young Economists Journal),2006-2015
Revueÿd?‚conomie du d‚veloppement,2002-2019
Revueÿd ‚conomie financiŠre,2011-2020 (FULL)
Revueÿd conomie FinanciŠre,1987-2012 (FULL)
Revueÿd conomie Industrielle,1977-2005 (FULL)
Revueÿd ‚conomie industrielle,2006-2020
Revueÿd ‚conomie politique,2001-2020
Revueÿd ‚conomie r‚gionale et urbaine,2001-2020
Revueÿd ‚conomie r‚gionale et urbaine,2009-2013
"Revueÿde la R‚gulation - Capitalisme, institutions, pouvoirs",2007-2020 (FULL)
Revueÿde l Entrepreneuriat,2001-2019 (FULL)
Revueÿde l OCDE sur la gestion budg‚taire,2001-2009 (FULL)
Revueÿde l OCDE sur le d‚veloppement,2002-2011
Revueÿde l OCDE sur le droit et la politique de la concurrence,2002-2009
Revueÿde l OFCE,1982-2000 (FULL)
Revueÿde l OFCE,2001-2020
Revueÿd ‚tudes comparatives Est-Ouest,2008-2015
Revueÿd Etudes en Agriculture et Environnement,2011-2015
Revueÿconomique,1950-2002 (FULL)
Revueÿ‚conomique,2001-2020
Revueÿ‚conomique de l OCDE,2003-2008 (FULL)
RevueÿFinance Contr“le Strat‚gie,1998-2020 (FULL)
RevueÿFran‡aise d conomie,1986-2010 (FULL)
Revueÿfran‡aise d ‚conomie,2009-2020
Revueÿfran‡aise de gestion,2002-2020
Revueÿfran‡aise de socio-Economie,2008-2020 (FULL)
Revueÿinternationale de droit ‚conomique,2001-2019
RevueÿTiers Monde,1960-2006 (FULL)
RevueÿTiers-Monde,2003-2016
RicercheÿEconomiche,1993-1996 (FULL)
RichmondÿFed Economic Brief,2008-2020
RIEBS,2012-2012
"RIEDSÿ- Rivista Italiana di Economia, Demografia e Statistica - Italian Review of Economics, Demography and Statistics",2009-2020
"RIIPAC.ÿREVISTA SOBRE PATRIMONIO CULTURAL: REGULACI?N, PROPIEDAD INTELECTUAL E INDUSTRIAL",2012-2018
RiskÿAnalysis,1981-2020 (FULL)
Riskÿand Decision Analysis,2014-2014
"Risk,ÿDecision and Policy",2000-2002
Riskÿin Contemporary Economy,2011-2019
RiskÿManagement and Insurance Review,1997-2020
RiskÿPerspectives,2011-2013
Risks,2013-2020 (FULL)
RivistaÿBancaria - Minerva Bancaria,2010-2015
Rivistaÿdi Economia Agraria,2008-2008
Rivistaÿdi Diritto ed Economia dello Sport,2005-2019 (FULL)
RIVISTAÿDI ECONOMIA AGRARIA,2012-2013
RIVISTAÿDI ECONOMIA E STATISTICA DEL TERRITORIO,2006-2016
Rivistaÿdi Politica Economica,2000-2014
Rivistaÿdi statistica ufficiale,2007-2016
Rivistaÿdi storia economica,1997-2019
RIVISTAÿDI STUDI SULLA SOSTENIBILITA,2011-2020 (FULL)
Rivistaÿeconomica del Mezzogiorno,1997-2020
RivistaÿInternazionale di Scienze Sociali,2003-2020
Rivistaÿitaliana degli economisti,1997-2014
RockyÿMountain Economist,2012-2014
RocznikiÿAnnals),2012-2020
RomanianÿDistribution Committee Magazine,2010-2020 (FULL)
RomanianÿEconomic Business Review,2006-2020 (FULL)
RomanianÿEconomic Journal,2007-2020
RomanianÿJournal of Economics,1991-2018
RomanianÿJournal of Regional Science,2007-2018 (FULL)
RomanianÿStatistical Review,2012-2018
RomanianÿStatistical Review Supplement,2012-2018
Romaqua,2011-2017
RSUHÿRGGU BULLETIN. Series Economics. Management. Law,2018-2020
Rue deÿla Banque,2014-2018 (FULL)
RuralÿAmerica Rural Development Perspectives,1996-2002
RuralÿAreas and Development,2003-2019
RuralÿCooperatives Magazine,1999-2018
TheÿRussianÿAcademic Journal,2007-2015
RussianÿEconomic Developments,2012-2016
Model Calculations of Short-Term Forecasts ofÿRussianÿEconomic Time Series,2015-2020
RussianÿJournal of Agricultural and Socio-Economic Sciences,2012-2017
RussianÿJournal of Economics,2015-2017 (FULL)
RussianÿJournal of Economics,2018-2020 (FULL)
RussianÿJournal of Industrial Economics,2015-2020
RussianÿJournal of Labor Economics ????????? ?????,2014-2016
RussianÿJournal of Money and Finance,2018-2020
RWI Konjunkturberichte,2005-2020
,
,
,
,
Journal,Coverage
SaberÿEcon¢mico,2008-2010
SAGEÿOpen,2011-2020 (FULL)
SankhyaÿA: The Indian Journal of Statistics,2016-2020
SankhyaÿB: The Indian Journal of Statistics,2016-2020
SBP ResearchÿBulletin,2005-2017 (FULL)
ScandinavianÿEconomic History Review,2013-2020
"2014, Number 45, May 22-24, 2014, Uppsala,ÿSweden",2014-2014
ScandinavianÿJournal of Economics,1997-2020
ScandinavianÿJournal of Management,1988-2011
ScandinavianÿJournal of Statistics,1998-2020
SchmalenbachÿBusiness Review sbr),2000-2012
SchmalenbachÿBusiness Review,2016-2020
SchmollersÿJahrbuch : Journal of Applied Social Science Studies Zeitschrift fr Wirtschafts- und Sozialwissenschaften,2004-2013
SchmollersÿJahrbuch : Journal of Applied Social Science Studies Zeitschrift fr Wirtschafts- und Sozialwissenschaften,2014-2018
Revista Econom¡a y Regi¢n,2008-2019
Proceedings ?Schriften der Gesellschaft fr Wirtschafts- undÿSozialwissenschaftenÿdes Landbaues e.V.?,1964-2017
Scienceÿand Public Policy,1996-2020
ScientiaÿMoralitas Journal,2016-2020 (FULL)
ScientificÿAnnals of Economics and Business,2012-2019
ScientificÿBulletin - Economic Sciences,2010-2020
ScientificÿResearch Almanac,2009-2020
ScientificÿReview,2015-2020 (FULL)
ScientificÿSymposium Pforzheim,2008-2008
Scientometrics,1999-2020
SCIENZEÿREGIONALI,2002-2016
ScottishÿJournal of Political Economy,1954-2020
SEA -ÿPractical Application of Science,2013-2020
SEERÿJournal for Labour and Social Affairs in Eastern Europe,2007-2019
SerbianÿAssociation of Economists Journal,2012-2013
Serieÿde Documentos de Trabajo,2007-2018
SERIEs:ÿJournal of the Spanish Economic Association,2010-2020 (FULL)
ServiceÿBusiness,2007-2020 (FULL)
TheÿServiceÿIndustries Journal,1997-2020
ShanlaxÿInternational Journal of Economics,2018-2020
????ÿShogakuÿTokyu),1950-2015 (FULL)
TheÿSingaporeÿEconomic Review SER),2001-2020
SmallÿBusiness Economics,1992-2020
SmallÿBusiness International Review,2017-2020 (FULL)
SmartÿCities and Regional Development SCRD) Journal,2017-2020 (FULL)
SobreÿM‚xico. Revista de Econom¡a,2015-2018 (FULL)
Socialÿand Environmental Accountability Journal,2011-2020
SocialÿChange Review,2010-2019
SocialÿChoice and Welfare,1984-2020
SocialÿInclusion,2013-2020
SocialÿIndicators Research: An International and Interdisciplinary Journal for Quality-of-Life Measurement,1974-2020 (FULL)
SocialÿResearch Reports,2010-2012
SocialÿResponsibility Journal,2007-2020
SocialÿScience & Medicine,1979-2020
SocialÿScience Japan Journal,2010-2020
SocialÿScience Quarterly,2001-2020
SocialÿSciences,2011-2020 (FULL)
SocialÿSciences and Education Research Review,2014-2019 (FULL)
Social-EconomicÿDebates,2013-2017
SociedadÿGlobal,2007-2009
Societies,2011-2020 (FULL)
Societyÿand Economy,2002-2019
Socio-EconomicÿPlanning Sciences,1967-2020 (FULL)
SociologicalÿMethods & Research,1972-2020
SosyoekonomiÿJournal,2005-2020 (FULL)
Sou?asn ÿEvropa,2009-2018
SouthÿAfrican Journal of Economics,1933-2020
SouthÿAfrican Journal of Economic and Management Sciences,2011-2011
SouthÿAsia Economic Journal,2000-2020
SouthÿAsian Journal of Macroeconomics and Public Finance,2012-2020
"SouthÿAsian Journal of Management Sciences SAJMS), Iqra University",2007-2020
SouthÿAsian Survey,1994-2020
SouthÿEast European Journal of Economics and Business,2007-2020
SoutheasternÿEconomic Insight,1987-1987
South-EasternÿEurope Journal of Economics,2003-2020 (FULL)
SouthernÿEconomic Journal,1998-2016
SouthernÿEconomic Journal,2014-2020
SouthernÿJournal of Agricultural Economics,1969-1992
SouthwestÿEconomy,1992-2020
"Sovremennaaÿekonomika: problemy, tendencii, perspektivy ??????????? ?????????: ????????, ?????????, ???????????",2008-2014
Revista de Contabilidad -ÿSpanishÿAccounting Review,2012-2018
SpanishÿEconomic Review,1999-2009 (FULL)
Cuadernos de Econom¡a -ÿSpanishÿJournal of Economics and Finance,2007-2020
Revista de Econom¡a Laboral -ÿSpanishÿJournal of Labour Economics,2004-2019 (FULL)
SpatialÿEconomic Analysis,2006-2020 (FULL)
SpatialÿEconomics Prostranstvennaya Ekonomika,2005-2020
SportÿManagement Review,1998-2020 (FULL)
SPOUDAIÿJournal of Economics and Business,2011-2020
SPP BriefingÿPapers,2009-2020
SPP Communique,2009-2020
SPP ResearchÿPapers,2008-2020
SPP TechnicalÿPapers,2010-2019
SPP WorkshopÿPapers,2009-2009
Sri LankanÿJournal of Agricultural Economics,1993-2014 (FULL)
SS-AAEAÿJournal of Agricultural Economics,1983-2015
IMFÿStaffÿPapers,1951-2010
StaffÿPapers,2007-2015
StataÿJournal,2001-2020 (FULL)
StataÿTechnical Bulletin,1992-2001 (FULL)
Stateÿand Municipal Management Scholar Notes,2018-2019 (FULL)
Economic Consultant,2016-2020
Statistica,2005-2020
StatisticaÿNeerlandica,1946-2020
StatisticalÿApplications in Genetics and Molecular Biology,2002-2020 (FULL)
StatisticalÿInference for Stochastic Processes,1998-2020 (FULL)
StatisticalÿJournal of the IAOS,2014-2014
StatisticalÿMethods & Applications,1994-2020
StatisticalÿPapers,1997-2020
Statisticsÿ& Probability Letters,1982-2020 (FULL)
Statisticsÿ& Risk Modeling,1982-2020 (FULL)
Statisticsÿin Transition new series,2010-2016
Statisticsÿin Transition New Series,2015-2020
"Statistics,ÿPolitics and Policy",2010-2020 (FULL)
Statoÿe mercato,1997-2020
StochasticÿProcesses and their Applications,1973-2020 (FULL)
Stochasticsÿand Quality Control,2001-2020
StrategicÿBehavior and the Environment,2010-2020 (FULL)
Strategicÿdecisions and risk management,2014-2020
StrategicÿManagement Journal,1980-2020
StrategyÿScience,2016-2020 (FULL)
StructuralÿChange and Economic Dynamics,1990-2020 (FULL)
STUDIÿECONOMICI,2000-2016
StudiaÿCommercialia Bratislavensia,2010-2019
StudiaÿHistoriae Oeconomicae,2013-2019
StudiaÿUniversitatis Babe?-Bolyai Oeconomica,2016-2020
STUDIAÿUNIVERSITATIS PETRU MAIOR SERIES OECONOMICA,2008-2017 (FULL)
StudiaÿUniversitatis ?Vasile Goldis? Arad ? Economics Series,2015-2020
Studiesÿand Reports,2009-2016
Studiesÿand Scientific Researches. Economics Edition,2008-2016
Studiesÿin Agricultural Economics,2007-2019
Studiesÿin Business and Economics,2006-2020 (FULL)
Studiesÿin Economics and Finance,2007-2020
Studiesÿin Media and Communication,2013-2020 (FULL)
Studiesÿin Microeconomics,2013-2020 (FULL)
Studiesÿin Indian Politics,2013-2020 (FULL)
Studiesÿin Nonlinear Dynamics & Econometrics,1996-2020 (FULL)
Studiesÿin Social Sciences and Humanities,2014-2016 (FULL)
Studiesÿon Russian Economic Development ???????? ???????????????,2000-2016
Studiesÿon Russian Economic Development,2016-2020
Studiiÿde Biblioteconomie ?i ?tiin?a Inform?rii Library and Information Science Research,2006-2017
StudiiÿFinanciare Financial Studies),2007-2018
Studiiÿsi Cercetari de Calcul Economic si Cibernetica Economica Description: This is the official journal of the Journal Studii si Cercetari de Calcul Economic si Cibernetica Economica,2015-2015 (FULL)
Suchasniÿekonomichni doslidzhennja,2018-2019 (FULL)
Sdosteuropa.ÿJournal of Politics and Society,2016-2020
SukkurÿIBA Journal of Management and Business,2014-2017 (FULL)
SumerianzÿJournal of Business Management and Marketing,2018-2020 (FULL)
SumerianzÿJournal of Economics and Finance,2018-2020 (FULL)
SumerianzÿJournal of Social Science,2018-2020 (FULL)
SupremeÿCourt Economic Review,2013-2020
SurfaceÿReview and Letters SRL),1994-2020
Sustainability,2009-2020 (FULL)
NachhaltigkeitsManagementForum |ÿSustainabilityÿManagement Forum,2016-2020
SustainableÿAgriculture Research,2012-2020
SustainableÿDevelopment,1993-2020 (FULL)
Die Unternehmung -ÿSwissÿJournal of Business Research and Practice,2011-2020
SwissÿJournal of Economics and Statistics SJES),1940-2017
SwissÿJournal of Economics and Statistics,2016-2020
Symphonya.ÿEmerging Issues in Management,2001-2014
SystemÿDynamics Review,1993-2020
SystemicÿPractice and Action Research,2016-2020
SystemsÿResearch and Behavioral Science,2014-2020
,
,
,
,
Journal,Coverage
TanzanianÿEconomic Review,2019-2019
Tax Policyÿand the Economy,2011-2020
TEC Empresarial,2017-2020
Tecnicaÿy econom¡a,1949-1952
TechnologicalÿForecasting and Social Change,2012-2020
TechnologyÿTransfer and Entrepreneurship,2014-2019 (FULL)
Technovation,2016-2020
Tecsistecatl,2007-2018
TECTZAPIC,2015-2019
TelecommunicationsÿPolicy,1976-2020
Temasÿde Management,2003-2012
TEN,2005-2010
TennesseeÿHousing Market,2008-2020 (FULL)
Tennesseeÿs Business,2007-2013
TerraÿEconomicus,2003-2016
TEST:ÿAn Official Journal of the Spanish Society of Statistics and Operations Research,1992-2020 (FULL)
Theoreticalÿand Applied Economics,2006-2020 (FULL)
Theoreticalÿand Empirical Researches in Urban Management,2006-2019 (FULL)
Theoreticalÿand Practical Research in the Economic Fields,2010-2018 (FULL)
TheoreticalÿEconomics,2006-2020 (FULL)
Theoryÿand Decision,1997-2020
TheoryÿMethodology Practice TMP),2002-2019 (FULL)
ThirdÿWorld Quarterly,1998-2020
Tiempoÿy Econom¡a,2014-2020
Tijdschriftÿvoor Economische en Sociale Geografie,1970-2020
TimisoaraÿJournal of Economics,2008-2012
TimisoaraÿJournal of Economics and Business,2013-2016
Tlatemoani,2010-2020
TOP:ÿAn Official Journal of the Spanish Society of Statistics and Operations Research,1986-2020 (FULL)
Tourismÿand Hospitality Management,2011-2020
TourismÿManagement,2010-2018
Centrul deÿtrainingÿ- Training Center Journal,2009-2012
TransitionÿStudies Review,2004-2013
TransnationalÿCorporations Review,2009-2015 (FULL)
TransnationalÿCorporations Review,2016-2020 (FULL)
TransnationalÿMarketing Journal,2013-2019 (FULL)
TransportÿPolicy,1993-2020 (FULL)
TransportÿReviews,1999-2020
Transportation,1999-2020
TransportationÿPlanning and Technology,1999-2020
TransportationÿResearch Part A: Policy and Practice,1992-2020
TransportationÿResearch Part B: Methodological,1979-2020
TransportationÿResearch Part E: Logistics and Transportation Review,1997-2020
TransportationÿScience,1967-2020 (FULL)
Travailÿet Emploi,2014-2019
ElÿTrimestreÿEcon¢mico,1987-2020
Tr?i?teÿMarket,2007-2020
Turismoÿy Desarrollo Local,2007-2019
TurkishÿEconomic Review,2014-2018 (FULL)
TurkishÿJournal of Marketing,2017-2018
TuryzmÿTourism,2009-2019
,
,
,
,
Journal,Coverage
UkrainianÿJournal Ekonomist,2011-2018
UniversitasÿLe¢n): Revista Cient¡fica de la UNAN Le¢n,2007-2015 (FULL)
UniversityÿManagement: Practice and Analysis,2019-2020
DieÿUnternehmungÿ- Swiss Journal of Business Research and Practice,2011-2020
Upravlenets,2018-2020
UpstateÿNew York At-a-Glance,2006-2007
UpstateÿNew York Regional Review,2006-2007
UrbanÿPlanning,2016-2020
UrbanÿResearch & Practice,2014-2020
UrbanÿStudies,1964-2020
TheÿUSV Annalsÿof Economics and Public Administration,2012-2019
Utilitas,1989-2020
UtilitiesÿPolicy,1990-2020 (FULL)
UTMSÿJournal of Economics,2010-2020 (FULL)
,
,
,
,
Journal,Coverage
ValahianÿJournal of Economic Studies,2016-2019
TheÿValuationÿJournal,2009-2018
ValahianÿJournal of Economic Studies,2012-2012
VentureÿCapital,1999-2020 (FULL)
World of economics and managementÿVestnikÿNSU. Series: Social and Economics Sciences,2016-2017
Vestnikÿof the St. Petersburg University. Series 5. Economics ??????? ?????-?????????????? ????????????. ????? 5. ?????????,2003-2016
ViennaÿYearbook of Population Research,2003-2011
Vierteljahrshefteÿzur Wirtschaftsforschung Quarterly Journal of Economic Research,1995-2020
Villageÿand Agriculture Wie? i Rolnictwo),2008-2017
Vision,1997-2020
Visnykÿof National University of Civil Protection of Ukraine. Public Administration series.,2015-2016
Visnykÿof the National Bank of Ukraine,2015-2020
VOPROSYÿECONOMIKI,1996-2019
,
,
,
,
Journal,Coverage
WaterÿEconomics and Policy WEP),2015-2020 (FULL)
WaterÿFigures: quarterly newsletter of the International Water Management Institute IWMI),2006-2012
WaterÿInternational,2013-2020
"WaterÿResources Management: An International Journal, Published for the European Water Resources Association EWRA)",1997-2020
WeeklyÿReport,2005-2011 (FULL)
Review ofÿWorldÿEconomics Weltwirtschaftliches Archiv),1970-2020
WestÿAfrican Journal of Monetary and Economic Integration,2016-2019
Westernÿeconomic developments,1996-2004
WesternÿEconomics Forum,2002-2020
WesternÿJournal of Agricultural Economics,1977-1991
WheatÿStudies,1924-1945
WIFOÿBulletin,2014-2020
WIFOÿMonatsberichte monthly reports),1927-2020 (FULL)
WileyÿInterdisciplinary Reviews: Energy and Environment,2012-2020 (FULL)
Wirtschaftÿim Wandel,1997-2020 (FULL)
Wirtschaftÿund Gesellschaft - WuG,1975-2020
Wirtschaftsdienst,2007-2020
Wirtschaftsdienstÿ? Zeitschrift fr Wirtschaftspolitik 1949 - 2007),1949-2007
DIWÿWochenbericht,1992-2020
"Work,ÿEmployment & Society",1987-2020
WorldÿBank - Economic Premise,2012-2012 (FULL)
WorldÿBank Economic Review,1986-2020 (FULL)
WorldÿBank Research Observer,1986-2020 (FULL)
WorldÿDevelopment,1973-2020 (FULL)
WorldÿDevelopment Perspectives,2016-2020
WorldÿEconomic Review,2012-2017
WorldÿEconomics,2000-2020 (FULL)
Conjunctura economiei mondialeÿWorldÿEconomic Studies,2011-2017
TheÿWorldÿEconomy,1977-2020
WorldÿJournal of Applied Economics,2015-2020 (FULL)
Worldÿof economics and management Vestnik NSU. Series: Social and Economics Sciences,2016-2017
??? ????? ????????? Theÿworldÿof new economy,2015-2020
Worldÿof Real Estate Journal Swiat Nieruchomosci),2013-2017
WorldÿPatent Information,1979-2011 (FULL)
"WorldÿReview of Entrepreneurship, Management and Sustainable Development",2005-2020 (FULL)
WorldÿScientific Research,2014-2020 (FULL)
WorldÿTrade Review,2002-2020 (FULL)
"WroclawÿReview of Law, Administration & Economics",2011-2019 (FULL)
WSI-Mitteilungen,2007-2020
,
,
,
,
Journal,Coverage
Yearbookÿof D. A. Tsenov Academy of Economics,2010-2019
Journal of Socio-Economics in Agriculture Until 2015:ÿYearbookÿof Socioeconomics in Agriculture),2008-2017 (FULL)
"Yearbookÿof St Kliment Ohridski University of Sofia, Faculty of Economics and Business Administration",2011-2020
